,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
SDG,Cmp-Att-Yd-TD-INT,34-51-424-3-1,23-27-256-3-0,18-30-226-2-0,25-39-250-3-1,22-27-339-2-0,12-21-215-2-1,19-26-306-2-0,26-39-235-2-1,18-26-223-2-1,20-33-217-0-0,28-32-259-3-0,29-45-281-2-1,18-27-170-1-0,24-34-243-2-0,12-22-204-1-0,31-48-292-1-1,22-32-160-0-0,34-44-343-1-0
SDG,First Downs,33,21,16,21,19,24,14,25,16,16,30,23,19,22,15,19,14,30
SDG,Fourth Down Conv.,1-1,0-0,1-2,1-1,0-0,0-0,0-0,3-3,1-1,1-2,1-1,1-1,0-1,0-0,1-2,1-2,1-1,1-1
SDG,Fumbles-Lost,2-1,2-0,2-2,1-0,0-0,2-0,0-0,1-0,0-0,0-0,1-1,1-0,0-0,2-0,2-1,4-3,1-1,0-0
SDG,HomeTeam,True,False,False,True,True,False,True,True,False,False,True,True,False,True,False,True,False,True
SDG,Net Pass Yards,418,240,215,242,333,203,297,202,222,217,236,271,151,234,202,288,154,343
SDG,Opp Score,38,20,35,27,10,14,19,25,6,22,10,33,26,29,10,23,17,28
SDG,Opp_Cmp-Att-Yd-TD-INT,15-27-256-4-0,18-33-245-1-2,29-36-354-3-1,23-37-298-2-2,24-33-268-1-1,22-46-238-1-2,24-32-237-1-1,13-26-228-2-0,24-37-243-0-0,28-43-401-2-2,12-19-105-1-1,26-36-299-2-0,19-29-220-1-0,26-38-313-2-2,23-37-181-0-2,14-24-176-1-2,14-29-194-2-1,25-51-331-3-1
SDG,Opp_First Downs,19,17,33,22,14,18,23,18,16,26,10,22,17,30,14,17,11,22
SDG,Opp_Fourth Down Conv.,0-0,0-0,0-0,0-0,1-1,1-3,1-1,0-0,1-3,0-0,0-1,0-0,1-1,1-1,0-0,0-0,2-2,1-1
SDG,Opp_Fumbles-Lost,0-0,1-0,1-1,2-0,1-1,1-0,0-0,0-0,1-1,0-0,1-0,0-0,0-0,2-0,2-1,3-2,4-2,1-1
SDG,Opp_Net Pass Yards,256,209,350,288,248,214,226,215,203,384,87,286,203,288,147,160,139,316
SDG,Opp_Penalties-Yards,6-50,6-31,6-64,4-29,7-55,6-53,4-32,12-105,6-55,14-120,3-35,5-80,6-38,7-50,8-69,6-51,7-41,5-33
SDG,Opp_Rush-Yds-TDs,27-106-0,22-84-1,35-171-1,21-76-0,13-41-0,21-103-0,33-164-1,22-160-1,22-114-0,26-95-0,24-62-0,22-85-1,25-85-1,24-119-2,16-51-1,30-116-1,23-90-0,10-19-1
SDG,Opp_Sacked-Yards,1-0,5-36,1-4,1-10,3-20,5-24,2-11,2-13,4-40,3-17,2-18,2-13,2-17,5-25,4-34,1-16,7-55,2-15
SDG,Opp_Third Down Conv.,4-10,5-14,8-11,5-12,4-11,6-16,9-15,2-9,5-15,9-15,4-12,6-11,5-13,6-10,4-13,4-11,5-15,5-13
SDG,Opp_Time of Possession,25:34,26:58,34:16,27:34,25:20,28:23,35:23,24:19,31:10,37:49,24:42,31:12,27:22,33:16,28:35,28:12,26:20,21:40
SDG,Opp_Total Yards,362,293,521,364,289,317,390,375,317,479,149,371,288,407,198,276,229,335
SDG,Opp_Turnovers,0,2,2,2,2,2,1,0,1,2,1,0,0,2,3,4,3,2
SDG,Penalties-Yards,7-45,6-45,4-30,5-49,9-82,10-72,4-31,10-83,6-70,7-43,4-30,7-59,6-34,10-66,4-40,11-99,5-35,9-75
SDG,Rush-Yds-TDs,22-123-0,26-109-1,20-141-1,27-126-0,31-79-1,36-246-3,16-47-0,32-154-0,26-113-0,19-108-3,30-178-3,17-65-2,32-144-1,17-60-2,35-159-0,25-82-0,33-89-1,34-155-4
SDG,SDG Score,28,31,23,29,26,38,20,17,20,23,45,30,21,28,22,9,23,41
SDG,Sacked-Yards,1-6,2-16,2-11,1-8,1-6,1-12,2-9,4-33,1-1,0-0,4-23,1-10,3-19,2-9,3-2,1-4,1-6,0-0
SDG,Third Down Conv.,3-11,3-9,7-13,4-14,7-13,1-9,4-9,4-15,2-10,3-10,3-7,3-10,5-13,6-10,4-14,4-14,6-17,7-14
SDG,Time of Possession,34:26,33:02,25:44,32:26,34:40,31:37,24:37,35:41,28:50,22:11,35:18,28:48,32:38,26:44,31:25,31:48,33:40,38:20
SDG,Total Yards,541,349,356,368,412,449,344,356,335,325,414,336,295,294,361,370,243,498
SDG,Turnovers,2,0,2,1,0,1,0,1,1,0,1,1,0,0,1,4,1,0
