,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
GNB,Cmp-Att-Yd-TD-INT,18-30-203-1-0,22-34-209-2-0,17-29-235-1-0,34-53-422-2-1,22-34-238-0-0,24-39-283-2-1,25-31-429-5-0,23-33-305-3-0,23-35-161-1-0,17-29-233-0-0,14-20-253-2-0,21-33-243-4-0,16-27-170-1-1,16-33-203-1-0,16-32-122-1-1,27-55-323-2-1,21-31-277-1-0,6-8-77-0-0
GNB,First Downs,13,20,16,31,24,22,22,21,13,23,16,19,18,12,7,25,23,19
GNB,Fourth Down Conv.,0-0,0-1,0-0,0-1,0-0,0-0,0-0,0-0,0-1,0-0,0-0,1-1,0-0,1-3,0-2,2-2,1-1,0-0
GNB,Fumbles-Lost,1-0,2-2,0-0,1-1,0-0,2-2,0-0,0-0,0-0,0-0,1-0,2-0,2-0,0-0,0-0,1-0,0-0,0-0
GNB,GNB Score,10,21,27,27,34,23,42,31,11,24,37,31,15,21,10,23,23,37
GNB,HomeTeam,False,True,True,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True
GNB,Net Pass Yards,166,191,235,414,215,277,421,256,139,225,227,243,141,192,82,312,265,69
GNB,Opp Score,3,16,16,34,24,22,24,24,26,16,8,13,20,13,23,20,28,20
GNB,Opp_Cmp-Att-Yd-TD-INT,26-45-228-0-1,14-32-230-1-2,20-29-213-0-1,16-27-160-3-0,27-44-463-2-3,18-32-265-0-0,24-31-329-3-1,24-36-267-2-0,21-28-294-0-0,28-43-307-1-1,23-37-119-1-0,20-37-240-1-3,18-28-195-1-0,29-53-334-1-2,26-40-216-0-1,13-30-141-1-1,16-27-243-2-0,31-39-326-2-2
GNB,Opp_First Downs,16,15,20,24,32,13,21,21,24,26,19,20,18,20,22,17,22,21
GNB,Opp_Fourth Down Conv.,0-2,0-0,1-2,0-0,0-0,1-1,0-1,0-0,1-1,1-1,1-3,3-4,2-2,0-3,0-0,1-1,0-0,2-2
GNB,Opp_Fumbles-Lost,0-0,5-2,2-2,0-0,1-0,1-0,1-1,1-1,0-0,2-1,1-1,1-0,1-1,2-1,4-2,0-0,0-0,3-1
GNB,Opp_Net Pass Yards,208,223,161,160,441,243,329,249,283,281,81,240,167,319,199,134,235,296
GNB,Opp_Penalties-Yards,10-107,8-100,3-27,9-93,11-124,8-50,8-97,3-30,5-45,5-46,5-50,4-31,5-34,4-35,2-20,4-50,4-30,6-46
GNB,Opp_Rush-Yds-TDs,15-46-0,27-198-1,38-149-2,33-176-2,21-122-1,20-56-1,31-155-0,20-88-1,38-159-2,23-120-1,28-117-0,27-95-0,28-174-1,27-96-0,32-184-2,25-171-1,30-109-2,16-62-1
GNB,Opp_Sacked-Yards,5-20,1-7,6-52,0-0,3-22,3-22,0-0,2-18,2-11,3-26,5-38,0-0,4-28,3-15,3-17,1-7,2-8,3-30
GNB,Opp_Third Down Conv.,3-15,4-13,8-15,5-9,2-8,3-13,7-11,6-11,5-11,4-10,1-15,5-14,5-13,9-20,5-14,3-12,9-14,3-9
GNB,Opp_Time of Possession,28:57,25:54,35:34,27:39,23:17,26:56,29:36,26:47,35:51,28:38,35:16,31:17,30:24,34:22,37:32,25:04,29:29,31:13
GNB,Opp_Total Yards,254,421,310,336,563,299,484,337,442,401,198,335,341,415,383,305,344,358
GNB,Opp_Turnovers,1,4,3,0,3,0,2,1,0,2,1,3,1,3,3,1,0,3
GNB,Penalties-Yards,10-71,6-35,7-53,5-50,9-78,6-48,3-20,4-25,8-45,10-64,9-78,7-54,3-25,4-30,3-30,9-97,6-47,2-10
GNB,Rush-Yds-TDs,22-47-0,33-144-1,23-77-2,20-77-1,29-120-4,29-170-0,23-60-1,26-118-1,11-45-0,27-163-3,22-112-2,26-79-0,28-121-1,24-100-2,16-57-0,30-120-0,24-110-2,42-285-4
GNB,Sacked-Yards,5-37,2-18,0-0,1-8,2-23,1-6,1-8,5-49,3-22,2-8,3-26,0-0,4-29,1-11,5-40,1-11,5-12,1-8
GNB,Third Down Conv.,2-12,5-15,2-9,6-11,3-12,4-12,6-10,8-13,2-10,4-9,3-9,7-13,4-11,5-15,4-15,8-20,3-9,4-10
GNB,Time of Possession,31:03,34:06,24:26,32:21,36:43,33:04,30:24,33:13,24:09,31:22,24:44,28:43,29:36,25:38,22:28,34:56,30:31,28:47
GNB,Total Yards,213,335,312,491,335,447,481,374,184,388,339,322,262,292,139,432,375,354
GNB,Turnovers,0,2,0,2,0,3,0,0,0,0,0,0,1,0,1,1,0,0
