,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
GNB,Cmp-Att-Yd-TD-INT,32-44-364-4-0,18-30-240-2-0,21-32-283-3-0,27-33-327-4-0,16-35-160-0-2,23-34-283-4-0,27-41-291-3-0,25-31-305-4-0,24-34-325-2-1,27-38-311-3-1,21-29-211-4-0,25-34-295-3-0,26-33-290-3-0,20-29-143-1-0,21-25-231-4-1,19-24-240-4-0,23-36-296-2-0,33-48-346-3-1
GNB,First Downs,31,26,24,22,13,22,24,21,16,21,28,20,26,20,27,17,28,23
GNB,Fourth Down Conv.,1-2,1-1,1-2,1-2,0-0,0-0,3-5,1-1,0-1,0-1,3-3,1-1,0-0,0-0,1-2,0-0,0-0,0-0
GNB,Fumbles-Lost,1-0,0-0,0-0,0-0,1-0,0-0,1-1,0-0,2-1,3-3,0-0,1-0,0-0,0-0,1-0,1-1,1-0,2-1
GNB,GNB Score,43,42,37,30,10,35,22,34,24,31,41,30,31,24,40,35,32,26
GNB,HomeTeam,False,True,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True
GNB,Net Pass Yards,364,229,271,315,107,283,291,294,315,301,211,288,290,96,214,237,296,314
GNB,Opp Score,34,21,30,16,38,20,28,17,20,34,25,16,24,16,14,16,18,31
GNB,Opp_Cmp-Att-Yd-TD-INT,19-25-259-2-1,20-33-244-2-1,29-36-288-3-0,28-39-285-0-0,17-28-166-2-0,29-39-309-2-0,11-14-160-1-0,22-35-291-1-1,18-35-169-1-1,24-36-288-3-1,26-46-242-3-2,11-27-188-1-1,27-40-273-1-0,21-35-258-0-0,11-26-121-1-2,33-42-252-0-1,21-27-174-1-0,20-36-280-3-3
GNB,Opp_First Downs,25,19,21,24,21,20,20,17,16,23,26,17,27,20,15,21,17,19
GNB,Opp_Fourth Down Conv.,0-1,0-1,1-1,2-4,0-0,0-1,1-1,0-1,0-1,2-2,1-1,1-1,0-0,1-2,0-1,5-6,0-1,1-1
GNB,Opp_Fumbles-Lost,0-0,0-0,3-1,0-0,0-0,2-1,0-0,1-1,0-0,1-1,3-1,1-0,0-0,2-1,1-0,1-1,0-0,0-0
GNB,Opp_Net Pass Yards,248,218,275,249,166,286,151,282,151,280,229,161,242,249,104,248,148,275
GNB,Opp_Penalties-Yards,5-20,7-70,8-83,3-23,0-0,6-55,7-36,4-33,7-86,8-116,5-45,4-40,4-30,7-66,3-15,1-16,3-35,2-8
GNB,Opp_Rush-Yds-TDs,22-134-2,21-89-1,20-122-0,25-78-2,35-158-2,22-79-0,34-173-3,17-55-1,23-109-0,37-140-0,16-121-0,25-117-0,15-51-2,27-115-1,27-156-1,31-108-1,19-96-1,24-76-1
GNB,Opp_Sacked-Yards,2-11,4-26,2-13,4-36,0-0,3-23,1-9,1-9,3-18,1-8,3-13,7-27,4-31,3-9,2-17,1-4,4-26,1-5
GNB,Opp_Third Down Conv.,3-6,6-12,5-11,3-12,5-12,6-14,4-8,3-10,4-13,6-16,4-10,4-13,5-10,4-12,5-11,6-15,2-8,9-14
GNB,Opp_Time of Possession,18:44,25:14,28:20,30:22,28:23,31:06,27:48,23:30,28:19,35:01,22:16,28:21,24:30,30:51,23:23,35:28,23:48,25:23
GNB,Opp_Total Yards,382,307,397,327,324,365,324,337,260,420,350,278,293,364,260,356,244,351
GNB,Opp_Turnovers,1,1,1,0,0,1,0,2,1,2,3,1,0,1,2,2,0,3
GNB,Penalties-Yards,6-63,8-60,2-10,3-30,6-76,5-40,9-85,5-45,4-35,7-45,3-17,5-30,12-68,5-50,0-0,4-30,3-22,4-30
GNB,Rush-Yds-TDs,32-158-1,35-259-2,26-98-1,26-88-0,21-94-1,27-96-1,24-109-0,31-111-0,25-80-1,18-66-1,39-182-1,25-149-1,31-120-1,27-195-2,37-234-2,19-79-1,36-188-2,16-67-0
GNB,Sacked-Yards,0-0,1-11,1-12,1-12,5-53,0-0,1-0,1-11,1-10,1-10,0-0,2-7,0-0,5-47,1-17,1-3,0-0,5-32
GNB,Third Down Conv.,6-11,6-12,5-11,6-11,7-17,7-12,5-11,6-12,5-13,4-9,6-11,5-12,8-11,5-12,4-8,4-7,8-12,8-14
GNB,Time of Possession,41:16,34:46,31:40,29:38,31:37,28:54,32:12,36:30,31:41,27:49,37:44,31:39,35:30,29:09,36:37,24:32,36:12,34:37
GNB,Total Yards,522,488,369,403,201,379,400,405,395,367,393,437,410,291,448,316,484,381
GNB,Turnovers,0,0,0,0,2,0,1,0,2,4,0,0,0,0,1,1,0,2
