,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17,Game18
0,Attendance,"69,787","65,040","68,434","68,087","73,389","69,419","69,355","63,110","77,625","69,866","69,170","69,694",,"65,398","65,878","64,948","64,783","69,188","73,242"
0,Duration,3:08,3:18,3:06,2:58,4:14,3:08,3:11,3:10,3:20,2:58,2:49,2:55,3:29,3:11,3:13,3:04,3:11,2:56,3:15
0,Over/Under,48.5 (under),47.5 (under),45.5 (over),47.0 (under),56.5 (over),53.5 (over),49.0 (under),48.5 (under),47.5 (over),49.5 (over),45.0 (under),44.0 (under),54.5 (over),43.0 (over),43.5 (over),44.0 (push),40.5 (under),44.0 (over),54.5 (over)
0,Roof,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,dome,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors
0,Surface,a_turf,grass,a_turf,a_turf,grass,grass,a_turf,grass,fieldturf,a_turf,sportturf,a_turf,grass,a_turf,fieldturf,a_turf,a_turf,a_turf,grass
0,Vegas Line,Buffalo Bills -6.5,Buffalo Bills -3.5,Buffalo Bills -7.0,Buffalo Bills -17.5,Kansas City Chiefs -2.5,Buffalo Bills -6.0,Buffalo Bills -14.0,Buffalo Bills -14.5,Buffalo Bills -13.0,Buffalo Bills -7.0,Buffalo Bills -6.5,Buffalo Bills -4.0,Tampa Bay Buccaneers -3.5,Buffalo Bills -14.5,New England Patriots -1.5,Buffalo Bills -14.5,Buffalo Bills -16.5,Buffalo Bills -4.0,Kansas City Chiefs -2.0
0,Weather,"73 degrees, relative humidity 79%, wind 17 mph","89 degrees, relative humidity 59%, wind 7 mph","67 degrees, relative humidity 40%, wind 21 mph","67 degrees, relative humidity 93%, wind 12 mph","76 degrees, relative humidity 52%, no wind","66 degrees, relative humidity 40%, wind 6 mph","54 degrees, relative humidity 82%, wind 9 mph","59 degrees, relative humidity 75%, wind 16 mph","47 degrees, relative humidity 56%, wind 4 mph","49 degrees, relative humidity 48%, wind 12 mph",,"36 degrees, relative humidity 59%, wind 19 mph","82 degrees, relative humidity 66%, wind 4 mph","30 degrees, relative humidity 69%, wind 8 mph","38 degrees, relative humidity 79%, wind 13 mph","26 degrees, relative humidity 81%, wind 11 mph","36 degrees, relative humidity 67%, wind 19 mph","7 degrees, relative humidity 66%, wind 8 mph","35 degrees, relative humidity 54%, wind 6 mph"
0,Won OT Toss,,,,,,,,,,,,,Bills,,,,,,Chiefs
0,Won Toss,Steelers (deferred),Bills (deferred),Football Team,Bills (deferred),Bills (deferred),Bills (deferred),Dolphins (deferred),Bills (deferred),Bills (deferred),Bills (deferred),Bills (deferred),Bills (deferred),Bills,Bills (deferred),Bills (deferred),Falcons,Jets (deferred),Patriots (deferred),Chiefs (deferred)
