,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
Crd,Cmp-Att-Yd-TD-INT,30-39-360-5-0,31-49-277-1-1,18-25-249-0-0,23-32-207-2-1,26-36-239-0-0,23-37-222-0-1,32-49-409-4-3,31-44-326-3-2,26-34-275-2-1,26-37-238-1-0,20-29-228-4-0,35-47-274-3-0,24-35-235-0-1,20-36-173-0-3,32-48-281-1-2,24-40-222-1-0,20-27-209-1-3
Crd,Crd Score,44,29,20,26,20,9,34,26,31,27,38,25,27,15,19,19,13
Crd,First Downs,33,28,15,20,24,15,25,25,27,18,21,22,18,13,21,22,11
Crd,Fourth Down Conv.,1-1,3-5,0-0,0-2,1-1,1-5,1-1,0-1,0-1,3-3,0-0,0-0,0-0,0-0,1-2,0-1,0-2
Crd,Fumbles-Lost,5-1,0-0,1-1,2-0,1-0,3-1,0-0,2-1,1-0,2-0,0-0,1-0,1-0,0-0,0-0,0-0,1-1
Crd,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Crd,Net Pass Yards,360,270,239,206,218,171,409,297,263,220,228,246,225,167,281,213,194
Crd,Opp Score,21,23,12,16,17,19,42,34,21,17,10,24,13,24,16,20,38
Crd,Opp_Cmp-Att-Yd-TD-INT,24-38-205-2-0,25-39-252-2-0,37-58-314-0-0,22-36-197-1-2,28-42-250-1-1,20-31-197-0-0,20-29-204-1-0,24-36-232-2-0,25-35-175-2-0,25-37-209-1-1,30-44-277-0-2,18-29-191-2-1,28-41-255-0-1,21-26-197-1-1,25-46-221-0-1,19-26-169-0-0,15-20-178-3-0
Crd,Opp_First Downs,18,20,23,11,23,19,21,25,15,18,19,20,19,23,16,20,21
Crd,Opp_Fourth Down Conv.,3-4,0-0,4-5,1-3,1-1,0-1,1-1,0-1,0-2,2-2,0-2,0-1,1-5,0-0,1-1,1-2,0-1
Crd,Opp_Fumbles-Lost,3-0,2-1,1-0,2-1,0-0,2-1,2-0,1-1,3-1,2-1,1-0,1-1,2-1,3-1,2-2,1-1,0-0
Crd,Opp_Net Pass Yards,179,244,295,180,239,160,189,208,140,190,247,185,210,156,204,166,142
Crd,Opp_Penalties-Yards,5-49,10-68,6-50,6-76,2-15,6-44,4-20,10-86,12-77,5-29,5-50,3-19,8-48,4-31,6-74,5-70,2-10
Crd,Opp_Rush-Yds-TDs,22-103-1,21-80-0,21-70-0,13-40-0,26-124-1,30-136-1,29-137-2,29-173-3,21-122-0,20-66-1,24-67-1,34-181-1,22-113-1,34-168-2,27-121-1,34-132-2,37-169-2
Crd,Opp_Sacked-Yards,3-26,1-8,2-19,2-17,1-11,5-37,2-15,3-24,5-35,3-19,3-30,1-6,6-45,7-41,1-17,1-3,4-36
Crd,Opp_Third Down Conv.,3-12,6-11,6-18,2-10,8-14,4-14,3-10,6-13,6-14,3-11,8-16,7-13,4-14,4-11,5-19,5-11,6-13
Crd,Opp_Time of Possession,25:18,29:47,33:56,21:25,25:21,29:16,30:58,29:27,25:29,27:59,30:51,30:35,33:31,32:58,29:22,32:24,34:14
Crd,Opp_Total Yards,282,324,365,220,363,296,326,381,262,256,314,366,323,324,325,298,311
Crd,Opp_Turnovers,0,1,0,3,1,1,0,1,1,2,2,2,2,2,3,1,0
Crd,Penalties-Yards,3-25,12-120,6-35,7-61,3-30,6-53,8-49,10-67,6-34,10-67,3-30,4-30,8-80,7-46,5-30,8-50,7-50
Crd,Rush-Yds-TDs,27-128-1,28-143-2,20-100-2,37-132-1,33-139-2,28-144-0,22-85-0,22-78-0,34-158-2,26-78-2,28-159-1,13-65-0,21-103-2,20-73-1,30-115-0,27-126-0,20-61-1
Crd,Sacked-Yards,0-0,1-7,1-10,1-1,2-21,6-51,0-0,4-29,2-12,2-18,0-0,4-28,1-10,3-6,0-0,2-9,3-15
Crd,Third Down Conv.,5-8,3-13,3-8,6-15,6-13,4-16,6-13,4-11,10-15,5-15,6-11,6-13,3-11,2-12,6-17,4-11,4-10
Crd,Time of Possession,34:42,36:22,26:04,38:35,34:39,30:44,29:02,30:33,34:31,32:01,29:09,29:25,26:29,27:02,36:57,27:36,25:46
Crd,Total Yards,488,413,339,338,357,315,494,375,421,298,387,311,328,240,396,339,255
Crd,Turnovers,1,1,1,1,0,2,3,3,1,0,0,0,1,3,2,0,4
