,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
Crd,Cmp-Att-Yd-TD-INT,26-40-230-1-1,19-33-223-1-0,22-31-270-2-0,24-31-133-3-0,27-37-380-1-1,9-24-188-2-0,33-50-388-3-3,20-28-248-2-0,33-50-296-3-2,29-42-269-2-0,23-34-170-0-1,37-47-351-1-0,24-35-244-1-0,24-44-338-3-0,13-22-182-3-0,19-27-192-1-1
Crd,Crd Score,24,15,26,21,30,38,34,34,30,21,17,38,26,26,20,7
Crd,First Downs,29,19,22,21,28,22,33,24,22,24,23,30,22,26,22,15
Crd,Fourth Down Conv.,0-0,1-1,1-1,0-0,1-1,1-1,1-1,0-0,0-0,0-1,0-1,1-3,1-2,3-4,0-0,0-0
Crd,Fumbles-Lost,2-0,2-2,0-0,1-1,1-0,0-0,0-0,0-0,1-0,0-0,0-0,1-1,3-0,3-0,1-1,1-0
Crd,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Crd,Net Pass Yards,224,199,232,133,369,177,372,221,296,257,160,344,231,305,171,166
Crd,Opp Score,20,30,23,31,10,10,37,31,32,28,20,28,7,33,12,18
Crd,Opp_Cmp-Att-Yd-TD-INT,19-33-259-2-0,26-38-286-1-1,23-35-270-2-3,26-37-276-2-1,18-33-195-1-0,34-54-266-1-2,34-48-360-3-1,21-26-283-3-0,22-32-245-1-1,23-28-197-2-0,9-18-84-0-2,21-39-173-3-1,13-24-145-0-0,28-37-432-3-1,31-50-247-0-1,22-38-231-0-1
Crd,Opp_First Downs,18,22,28,30,21,27,31,26,26,22,16,18,10,26,20,21
Crd,Opp_Fourth Down Conv.,0-2,2-2,1-1,1-1,0-2,3-3,1-2,2-3,1-1,0-0,1-1,2-2,1-1,1-2,4-6,1-1
Crd,Opp_Fumbles-Lost,0-0,1-0,0-0,0-0,0-0,3-2,3-1,2-1,1-1,2-0,0-0,2-1,5-3,3-2,2-1,1-1
Crd,Opp_Net Pass Yards,243,278,268,276,162,247,360,264,236,182,69,140,81,423,230,223
Crd,Opp_Penalties-Yards,5-53,11-97,7-38,10-72,6-30,6-36,6-40,7-71,7-40,8-79,6-42,5-21,2-10,9-83,4-20,5-38
Crd,Opp_Rush-Yds-TDs,25-123-0,32-160-2,27-109-1,35-168-2,28-123-0,27-97-0,33-159-1,37-178-1,35-217-2,31-165-1,30-110-2,21-92-1,17-78-1,30-103-1,27-120-1,30-110-0
Crd,Opp_Sacked-Yards,3-16,3-8,1-2,0-0,3-33,3-19,0-0,1-19,3-9,3-15,3-15,2-33,8-64,1-9,3-17,2-8
Crd,Opp_Third Down Conv.,2-11,7-17,4-10,7-11,4-13,6-15,5-12,5-12,5-13,8-14,4-11,4-12,3-12,3-10,4-16,6-15
Crd,Opp_Time of Possession,28:34,33:45,27:10,37:08,27:45,33:37,30:13,31:03,29:40,35:07,25:52,21:07,22:07,27:47,32:16,37:51
Crd,Opp_Total Yards,366,438,377,444,285,344,519,442,453,347,179,232,159,526,350,333
Crd,Opp_Turnovers,0,1,3,1,0,4,2,1,2,0,2,2,3,3,2,2
Crd,Penalties-Yards,9-102,6-42,7-46,5-29,10-59,7-43,8-78,7-75,9-69,10-115,6-50,6-75,4-22,9-69,4-27,6-38
Crd,Rush-Yds-TDs,36-180-2,23-117-1,27-90-0,23-129-0,30-127-3,35-261-3,30-200-1,25-91-1,18-73-0,18-57-1,34-138-2,31-119-3,43-159-1,29-117-1,30-227-0,18-48-0
Crd,Sacked-Yards,2-6,4-24,4-38,1-0,1-11,1-11,2-16,3-27,0-0,3-12,2-10,1-7,1-13,6-33,3-11,4-26
Crd,Third Down Conv.,7-14,4-12,4-12,3-9,5-12,7-13,5-13,4-8,6-13,6-11,6-14,9-15,7-18,6-18,2-9,2-9
Crd,Time of Possession,31:26,26:15,32:50,22:52,32:15,26:23,39:32,28:57,30:20,24:53,34:08,38:53,37:53,32:13,27:44,22:09
Crd,Total Yards,404,316,322,262,496,438,572,312,369,314,298,463,390,422,398,214
Crd,Turnovers,1,2,0,1,1,0,3,0,2,0,1,1,0,0,1,1
