,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
Crd,Cmp-Att-Yd-TD-INT,27-45-385-3-0,25-40-349-0-0,19-26-261-4-0,22-28-240-1-0,20-32-253-0-0,30-36-356-4-0,14-21-104-0-0,19-34-220-0-0,28-37-317-4-0,28-45-350-3-1,24-33-150-2-0,33-45-427-2-0,16-19-152-1-0,30-43-247-2-1,15-27-167-1-0,27-43-325-2-2
Crd,Crd Score,27,17,38,27,26,33,27,9,28,27,26,34,23,24,27,24
Crd,First Downs,23,15,21,21,26,31,18,10,21,20,21,27,20,25,21,22
Crd,Fourth Down Conv.,0-1,1-1,0-0,0-0,1-1,0-0,1-1,0-2,1-1,2-3,1-1,0-1,0-1,1-1,1-1,0-0
Crd,Fumbles-Lost,3-2,1-0,2-1,3-0,0-0,1-0,0-0,1-0,0-0,1-1,2-2,0-0,3-2,1-1,0-0,3-3
Crd,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Crd,Net Pass Yards,361,329,240,225,248,341,89,197,310,342,131,417,135,241,159,322
Crd,Opp Score,27,23,20,10,23,34,21,31,25,30,36,7,17,38,13,31
Crd,Opp_Cmp-Att-Yd-TD-INT,29-54-308-2-1,24-37-272-2-0,30-43-173-2-2,22-32-241-0-1,27-38-262-2-0,27-37-340-3-0,22-35-223-1-1,34-43-373-3-1,17-24-241-2-0,30-48-358-1-2,34-45-424-4-2,19-34-163-0-1,20-30-194-2-3,19-25-219-1-1,16-31-169-1-0,29-45-319-3-0
Crd,Opp_First Downs,21,26,21,20,21,24,21,28,19,26,26,13,17,26,13,25
Crd,Opp_Fourth Down Conv.,0-0,0-1,1-1,0-0,0-1,1-1,1-3,0-0,0-0,0-0,0-2,2-4,1-3,1-1,0-1,0-1
Crd,Opp_Fumbles-Lost,0-0,2-0,0-0,0-0,1-0,0-0,3-2,0-0,0-0,2-1,0-0,0-0,1-0,0-0,2-1,0-0
Crd,Opp_Net Pass Yards,275,258,127,206,262,340,156,373,204,339,408,124,165,219,133,311
Crd,Opp_Penalties-Yards,7-35,10-62,7-52,7-44,7-60,8-57,6-75,2-15,9-65,9-94,10-127,2-7,7-75,5-34,7-55,10-91
Crd,Opp_Rush-Yds-TDs,23-112-0,33-182-0,22-121-0,23-115-1,23-108-0,29-102-1,22-107-1,29-137-1,23-153-1,26-118-2,19-34-0,21-74-1,22-71-0,35-226-4,20-91-0,33-113-1
Crd,Opp_Sacked-Yards,5-33,2-14,8-46,4-35,1-0,0-0,8-67,0-0,3-37,4-19,2-16,6-39,5-29,0-0,5-36,1-8
Crd,Opp_Third Down Conv.,9-22,7-14,9-17,3-9,5-12,7-13,4-12,7-12,2-8,7-15,6-13,2-13,4-11,4-8,1-12,11-18
Crd,Opp_Time of Possession,30:37,37:38,31:44,26:36,28:57,27:13,30:01,37:59,25:29,36:03,28:37,25:23,28:06,29:11,25:07,36:58
Crd,Opp_Total Yards,387,440,248,321,370,442,263,510,357,457,442,198,236,445,224,424
Crd,Opp_Turnovers,1,0,2,1,0,0,3,1,0,3,2,1,3,1,1,0
Crd,Penalties-Yards,9-59,8-70,3-35,7-65,12-96,8-72,10-85,5-35,8-75,11-87,10-104,8-81,4-20,6-55,5-47,8-63
Crd,Rush-Yds-TDs,32-116-0,11-20-1,31-173-1,27-115-1,38-266-2,25-103-0,38-156-3,11-40-0,31-101-0,18-75-0,25-135-1,30-132-1,35-140-0,23-152-1,40-253-2,17-71-1
Crd,Sacked-Yards,3-24,3-20,2-21,4-15,1-5,2-15,2-15,4-23,1-7,2-8,4-19,1-10,3-17,1-6,2-8,1-3
Crd,Third Down Conv.,6-18,2-11,4-10,4-10,6-13,6-11,7-15,2-12,11-17,1-10,3-10,8-15,4-11,9-14,5-15,5-10
Crd,Time of Possession,39:23,22:22,28:16,33:24,31:03,32:47,29:59,22:01,34:31,23:57,31:23,34:37,31:54,30:49,34:53,23:02
Crd,Total Yards,477,349,413,340,514,444,245,237,411,417,266,549,275,393,412,393
Crd,Turnovers,2,0,1,0,0,0,0,0,0,2,2,0,2,2,0,5
