,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
TAM,Cmp-Att-Yd-TD-INT,21-28-417-4-0,27-33-402-4-1,30-50-411-3-3,25-38-271-1-3,30-41-395-4-2,32-52-365-0-2,29-50-470-3-4,24-41-243-4-2,29-41-406-0-2,25-37-366-2-4,29-38-312-2-0,20-30-249-2-0,18-38-213-2-1,13-25-157-0-1,34-48-336-1-0,22-35-345-4-1
TAM,First Downs,26,18,28,16,30,34,29,23,29,31,25,18,20,12,27,22
TAM,Fourth Down Conv.,0-0,0-0,1-1,2-2,0-0,1-1,2-2,1-2,0-0,1-2,0-0,0-0,0-0,0-1,1-2,0-0
TAM,Fumbles-Lost,1-0,1-1,1-1,1-0,3-0,3-2,1-0,1-0,4-2,1-0,0-0,2-1,1-0,0-0,2-2,1-0
TAM,HomeTeam,False,True,True,False,False,True,False,False,True,False,True,True,True,False,False,True
TAM,Net Pass Yards,417,393,392,251,389,342,450,219,398,359,304,220,174,156,320,341
TAM,Opp Score,40,21,30,48,34,23,37,42,16,38,9,17,28,20,27,34
TAM,Opp_Cmp-Att-Yd-TD-INT,37-45-439-3-0,35-48-334-1-0,30-38-353-3-1,19-26-354-6-0,31-41-355-3-0,23-34-215-2-0,21-34-280-2-0,19-25-247-2-0,19-27-178-1-0,17-18-231-2-0,18-32-221-1-2,28-42-300-2-4,24-31-201-1-1,14-23-131-1-0,20-25-161-1-0,32-45-383-3-1
TAM,Opp_First Downs,26,24,22,28,26,17,21,22,15,19,23,27,19,24,16,27
TAM,Opp_Fourth Down Conv.,1-1,3-5,0-0,0-0,0-0,0-2,1-2,0-1,0-0,0-0,0-0,0-1,1-1,1-1,0-0,0-0
TAM,Opp_Fumbles-Lost,2-2,2-2,1-0,0-0,2-0,2-1,0-0,1-0,0-0,2-0,1-0,1-0,1-1,2-2,1-0,0-0
TAM,Opp_Net Pass Yards,432,321,335,344,347,186,264,228,170,196,194,276,198,128,152,380
TAM,Opp_Penalties-Yards,8-77,6-55,13-155,4-38,5-30,14-114,4-46,9-84,8-52,8-60,8-68,7-104,6-51,8-70,10-67,9-85
TAM,Opp_Rush-Yds-TDs,13-43-2,24-91-2,22-78-0,31-139-0,22-70-1,23-119-1,27-138-2,32-179-4,25-116-0,31-163-2,24-148-0,19-168-0,30-100-2,49-242-1,24-80-1,30-109-1
TAM,Opp_Sacked-Yards,1-7,3-13,3-18,1-10,1-8,5-29,2-16,2-19,3-8,4-35,4-27,4-24,1-3,2-3,1-9,1-3
TAM,Opp_Third Down Conv.,4-9,5-15,3-11,4-8,8-13,3-14,5-13,4-10,5-13,4-9,1-8,3-8,6-12,9-16,3-9,6-13
TAM,Opp_Time of Possession,27:51,35:39,30:21,28:06,31:39,30:27,24:01,31:00,28:48,27:53,25:51,30:06,31:53,37:10,24:41,34:46
TAM,Opp_Total Yards,475,412,413,483,417,305,402,407,286,359,342,444,298,370,232,489
TAM,Opp_Turnovers,2,2,1,0,0,1,0,0,0,0,2,4,2,2,0,1
TAM,Penalties-Yards,7-70,4-44,9-80,11-99,4-20,8-65,11-75,8-49,5-50,4-40,9-70,9-69,10-84,6-58,9-72,3-30
TAM,Rush-Yds-TDs,34-112-1,23-43-0,16-63-0,18-60-0,20-121-0,32-114-3,27-126-1,21-82-0,24-103-0,30-151-2,31-108-1,25-95-1,23-105-0,21-85-1,24-63-1,20-92-0
TAM,Sacked-Yards,0-0,2-9,3-19,4-20,2-6,4-23,6-20,3-24,2-8,1-7,1-8,4-29,4-39,1-1,3-16,1-4
TAM,TAM Score,48,27,27,10,29,26,34,28,3,35,27,24,14,12,20,32
TAM,Third Down Conv.,8-13,4-10,3-9,3-12,5-8,6-13,10-18,5-12,6-10,6-9,7-13,6-13,6-14,3-10,4-13,4-10
TAM,Time of Possession,32:09,24:21,29:39,31:54,28:21,37:43,35:59,29:00,31:12,32:07,34:09,29:54,28:07,22:50,35:19,25:14
TAM,Total Yards,529,436,455,311,510,456,576,301,501,510,412,315,279,241,383,433
TAM,Turnovers,0,2,4,3,2,4,4,2,4,4,0,1,1,1,2,1
