,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
Pit,Cmp-Att-Yd-TD-INT,21-32-229-3-0,19-39-276-2-1,19-27-264-2-1,21-36-276-2-2,15-28-165-1-2,32-49-268-2-3,21-32-182-2-0,31-45-309-3-0,21-40-213-1-0,32-46-267-2-1,9-18-110-1-1,31-46-296-1-0,21-37-187-2-2,20-38-170-1-1,21-34-270-1-1,26-44-317-2-1,21-34-263-3-0
Pit,First Downs,19,23,13,20,12,23,19,20,16,23,10,18,14,12,21,18,20
Pit,Fourth Down Conv.,1-1,0-2,0-0,0-1,0-3,0-0,0-0,0-2,2-3,1-1,1-1,0-1,0-0,1-2,0-1,2-2,0-0
Pit,Fumbles-Lost,3-1,2-1,0-0,0-0,1-0,2-0,3-1,0-0,2-2,0-0,1-1,1-0,1-0,3-2,1-1,0-0,0-0
Pit,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pit,Net Pass Yards,208,215,231,242,145,268,173,309,185,267,90,273,177,158,238,309,263
Pit,Opp Score,16,26,28,38,38,24,24,19,36,3,19,17,26,27,28,24,37
Pit,Opp_Cmp-Att-Yd-TD-INT,26-41-279-2-2,29-41-311-2-1,23-36-237-2-0,27-34-239-3-0,15-23-168-1-0,18-31-220-2-0,13-28-208-2-2,21-38-243-1-1,27-46-333-4-0,16-37-151-0-4,36-51-266-1-1,33-53-305-2-1,24-43-238-2-1,7-13-89-1-0,34-49-341-3-0,17-27-196-1-0,47-68-501-4-4
Pit,Opp_First Downs,20,19,25,25,18,15,25,19,22,14,22,17,21,13,26,21,34
Pit,Opp_Fourth Down Conv.,1-1,1-2,2-2,0-0,2-2,0-1,1-2,0-1,0-0,0-1,0-2,0-2,0-0,0-0,0-1,0-2,3-3
Pit,Opp_Fumbles-Lost,0-0,2-1,1-0,1-1,0-0,1-0,4-2,1-1,0-0,1-0,3-1,2-0,3-1,0-0,1-0,0-0,1-1
Pit,Opp_Net Pass Yards,262,301,218,231,148,210,192,220,333,133,266,305,230,78,332,166,501
Pit,Opp_Penalties-Yards,4-25,10-89,2-14,8-86,6-45,7-73,9-110,7-70,6-45,8-105,5-40,6-45,7-48,2-16,6-49,4-19,4-25
Pit,Opp_Rush-Yds-TDs,20-29-0,22-109-1,38-169-1,32-136-2,37-129-3,23-82-1,47-265-1,31-144-0,20-44-0,17-73-0,20-68-0,14-21-0,27-104-0,41-152-2,14-22-1,31-192-2,16-52-1
Pit,Opp_Sacked-Yards,3-17,1-10,2-19,1-8,2-20,2-10,4-16,2-23,0-0,2-18,0-0,0-0,1-8,2-11,1-9,4-30,0-0
Pit,Opp_Third Down Conv.,8-15,2-12,8-18,11-15,5-14,5-13,8-15,8-17,6-16,4-13,6-14,6-15,7-14,4-14,4-11,6-12,8-15
Pit,Opp_Time of Possession,28:16,29:29,36:51,34:43,34:06,23:23,35:22,33:24,30:28,23:31,33:39,29:34,35:15,32:03,27:32,32:10,32:46
Pit,Opp_Total Yards,291,410,387,367,277,292,457,364,377,206,334,326,334,230,354,358,553
Pit,Opp_Turnovers,2,2,0,1,0,0,4,2,0,4,2,1,2,0,0,0,5
Pit,Penalties-Yards,3-21,4-30,4-49,9-84,7-55,8-69,3-30,3-16,6-65,6-42,7-86,9-62,3-55,4-30,9-83,2-15,3-20
Pit,Pit Score,26,21,21,29,7,27,28,24,10,27,14,23,15,17,24,22,48
Pit,Rush-Yds-TDs,30-141-0,26-104-0,15-29-1,16-94-2,22-75-0,25-94-1,16-48-1,18-46-0,21-139-0,27-106-1,28-129-1,21-45-1,17-47-0,23-86-1,28-127-2,20-85-0,31-127-2
Pit,Sacked-Yards,2-21,7-61,5-33,5-34,4-20,0-0,2-9,0-0,4-28,0-0,3-20,3-23,1-10,1-12,5-32,1-8,0-0
Pit,Third Down Conv.,8-15,5-15,5-12,10-14,1-12,13-18,3-9,5-13,0-13,7-17,3-13,4-17,1-10,4-16,5-13,8-17,6-14
Pit,Time of Possession,31:44,30:31,23:09,25:17,25:54,36:37,24:38,26:36,29:32,36:29,26:21,30:26,24:45,27:57,32:28,27:50,27:14
Pit,Total Yards,349,319,260,336,220,362,221,355,324,373,219,318,224,244,365,394,390
Pit,Turnovers,1,2,1,2,2,3,1,0,2,1,2,0,2,3,2,1,0
