,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
Pit,Cmp-Att-Yd-TD-INT,18-32-188-1-0,28-37-382-2-0,14-18-172-3-1,26-40-232-1-1,24-38-288-2-1,23-32-209-1-0,22-35-266-1-0,17-29-291-1-1,14-25-114-0-0,28-44-273-3-0,24-41-263-1-2,23-37-253-1-1,28-40-308-3-1,23-32-153-0-1,28-43-194-1-1,16-38-185-2-2,30-44-244-1-1,29-44-215-2-0
Pit,First Downs,16,22,12,17,17,18,21,20,17,22,16,22,22,22,20,15,19,19
Pit,Fourth Down Conv.,0-0,1-1,0-0,0-2,3-4,0-0,2-4,0-0,2-2,0-2,0-0,0-0,2-2,1-2,2-3,1-3,1-1,2-2
Pit,Fumbles-Lost,1-0,2-0,0-0,1-1,0-0,3-1,1-0,1-1,0-0,1-0,2-1,1-0,1-0,5-3,2-2,0-0,0-0,2-1
Pit,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pit,Net Pass Yards,177,373,172,220,268,165,255,278,77,245,250,219,269,117,173,139,235,201
Pit,Opp Score,16,17,10,27,27,23,10,29,16,41,41,20,36,19,36,26,13,42
Pit,Opp_Cmp-Att-Yd-TD-INT,30-51-270-1-0,27-40-295-1-1,38-58-318-1-2,20-36-248-2-0,15-25-253-2-0,29-40-229-1-0,20-31-225-0-0,21-30-205-2-0,30-50-242-1-1,30-41-382-3-1,20-25-190-1-1,21-31-236-2-0,14-31-216-2-2,16-25-148-0-0,23-30-258-3-0,24-46-123-1-1,16-32-141-0-2,31-40-406-6-1
Pit,Opp_First Downs,22,17,21,23,19,22,19,20,22,33,25,17,22,12,25,20,20,26
Pit,Opp_Fourth Down Conv.,1-3,0-1,0-2,0-1,0-0,0-0,0-2,2-2,0-0,0-1,1-1,0-0,1-1,0-0,1-1,1-2,1-2,0-0
Pit,Opp_Fumbles-Lost,4-1,1-0,1-0,1-1,1-1,1-1,1-1,1-1,3-2,0-0,0-0,0-0,0-0,0-0,3-0,2-0,2-1,2-1
Pit,Opp_Net Pass Yards,254,292,297,236,244,226,210,175,242,374,172,236,216,133,254,109,132,372
Pit,Opp_Penalties-Yards,8-81,5-43,10-73,3-25,8-59,5-38,5-30,5-30,7-59,12-75,3-18,5-81,11-102,5-30,5-41,5-51,1-5,3-25
Pit,Opp_Rush-Yds-TDs,25-117-0,14-39-1,15-45-0,33-131-1,35-147-1,30-119-1,23-96-1,32-105-1,31-145-0,26-159-2,38-198-3,25-85-0,36-242-2,17-35-1,35-127-1,31-190-1,36-249-1,22-106-0
Pit,Opp_Sacked-Yards,3-16,2-3,4-21,3-12,1-9,1-3,4-15,4-30,0-0,2-8,2-18,1-0,0-0,3-15,2-4,2-14,3-9,3-34
Pit,Opp_Third Down Conv.,8-18,5-12,9-19,9-15,7-12,5-14,3-10,6-17,7-17,7-12,5-11,5-12,5-14,2-11,4-11,5-18,3-14,8-12
Pit,Opp_Time of Possession,33:17,25:38,35:22,34:41,33:02,37:33,28:15,33:58,36:48,31:46,35:20,23:30,30:28,20:52,34:42,34:55,31:16,30:00
Pit,Opp_Total Yards,371,331,342,367,391,345,306,280,387,533,370,321,458,168,381,299,381,478
Pit,Opp_Turnovers,1,1,2,1,1,1,1,1,3,1,1,0,2,0,0,1,3,2
Pit,Penalties-Yards,5-32,5-40,10-89,5-34,7-67,6-45,8-65,12-115,8-84,8-38,4-30,10-55,10-85,7-68,5-40,10-77,6-43,4-45
Pit,Pit Score,23,26,24,17,19,20,15,27,16,37,10,19,28,13,10,14,16,21
Pit,Rush-Yds-TDs,21-75-0,25-52-0,24-96-0,16-62-1,18-106-0,27-144-1,32-115-1,26-136-1,39-229-2,18-55-1,15-51-0,25-107-1,24-106-1,42-201-1,25-130-0,20-93-0,30-79-0,20-56-0
Pit,Sacked-Yards,2-11,2-9,0-0,2-12,2-20,5-44,2-11,3-13,4-37,3-28,3-13,7-34,5-39,4-36,2-21,9-46,1-9,2-14
Pit,Third Down Conv.,4-12,5-13,3-9,4-11,2-12,3-12,4-13,4-12,4-18,8-15,7-13,8-16,4-13,8-18,5-13,5-17,6-17,7-16
Pit,Time of Possession,26:43,34:22,24:38,25:19,26:58,29:37,31:45,26:02,33:12,28:14,24:40,36:30,29:32,39:08,25:18,25:05,36:48,30:00
Pit,Total Yards,252,425,268,282,374,309,370,414,306,300,301,326,375,318,303,232,314,257
Pit,Turnovers,0,0,1,2,1,1,0,2,0,0,3,1,1,4,3,2,1,1
