,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
Pit,Cmp-Att-Yd-TD-INT,23-41-335-1-3,23-28-326-6-0,30-38-353-3-1,28-42-363-2-0,31-45-305-1-0,32-46-369-1-0,22-36-180-2-1,29-48-292-2-0,23-29-193-2-1,27-47-314-2-3,42-58-464-2-2,26-36-299-2-0,29-38-306-2-1,25-36-279-1-1,33-50-380-3-0,12-24-95-0-0
Pit,First Downs,25,24,22,24,22,26,17,27,18,19,25,22,24,18,26,9
Pit,Fourth Down Conv.,0-0,0-0,0-0,1-1,1-3,0-0,1-1,1-1,1-1,0-2,1-1,0-0,0-1,0-1,1-2,0-1
Pit,Fumbles-Lost,3-3,3-1,1-0,1-1,1-1,1-0,0-0,0-0,2-1,0-0,4-2,0-0,0-0,0-0,3-2,2-0
Pit,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pit,Net Pass Yards,313,322,335,355,262,369,163,282,147,297,452,286,300,272,364,71
Pit,Opp Score,21,37,27,14,41,21,33,16,52,16,24,30,24,17,31,16
Pit,Opp_Cmp-Att-Yd-TD-INT,15-40-197-1-1,39-60-452-3-0,30-50-411-3-3,27-47-274-1-1,19-29-250-3-1,26-42-229-2-0,24-36-257-2-1,24-38-218-0-0,23-27-325-5-0,10-18-104-0-0,15-28-197-2-0,29-45-281-2-1,25-34-322-2-0,22-34-235-2-2,27-40-326-1-1,31-45-287-1-1
Pit,Opp_First Downs,22,33,28,14,22,19,25,18,25,15,17,23,20,24,24,18
Pit,Opp_Fourth Down Conv.,0-1,2-2,1-1,0-1,0-0,0-0,1-1,0-1,0-0,0-0,0-0,1-1,2-2,0-0,0-0,2-2
Pit,Opp_Fumbles-Lost,1-0,1-0,1-1,1-1,1-0,0-0,3-1,1-0,1-0,2-1,0-0,1-0,1-1,0-0,1-0,1-0
Pit,Opp_Net Pass Yards,150,442,392,265,250,213,253,204,319,64,184,271,299,218,313,278
Pit,Opp_Penalties-Yards,11-87,12-90,9-80,5-40,7-58,6-30,8-60,5-25,1-24,11-111,6-50,7-59,13-130,4-40,9-91,9-70
Pit,Opp_Rush-Yds-TDs,38-177-2,13-33-2,16-63-0,11-19-0,29-131-2,13-62-1,31-168-2,16-61-1,30-138-1,43-179-1,23-124-1,17-65-2,25-55-1,25-158-0,19-57-3,20-65-0
Pit,Opp_Sacked-Yards,7-47,1-10,3-19,1-9,0-0,3-16,1-4,2-14,1-6,6-40,2-13,1-10,4-23,2-17,2-13,1-9
Pit,Opp_Third Down Conv.,5-18,3-11,3-9,2-12,9-12,6-12,6-13,4-12,8-11,6-18,3-11,3-10,4-12,4-9,6-12,5-15
Pit,Opp_Time of Possession,34:48,32:11,29:39,24:57,29:08,25:04,32:12,23:31,30:35,37:40,25:00,28:48,32:36,30:49,28:40,34:22
Pit,Opp_Total Yards,327,475,455,284,381,275,421,265,457,243,308,336,354,376,370,343
Pit,Opp_Turnovers,1,0,4,2,1,0,2,0,0,1,0,1,1,2,1,1
Pit,Penalties-Yards,12-116,12-76,13-155,7-50,7-75,9-69,7-52,8-103,5-42,3-15,5-34,5-80,2-14,14-106,6-79,9-85
Pit,Pit Score,21,42,30,26,17,28,18,23,21,20,17,33,21,10,28,13
Pit,Rush-Yds-TDs,35-159-2,25-127-0,22-78-0,30-96-0,19-62-1,21-112-2,21-74-0,27-113-1,22-95-1,11-26-1,16-75-0,22-85-1,19-40-1,19-96-0,18-65-0,18-125-0
Pit,Sacked-Yards,4-22,1-4,3-18,2-8,6-43,0-0,2-17,1-10,5-46,2-17,2-12,2-13,1-6,1-7,3-16,4-24
Pit,Third Down Conv.,7-15,2-5,3-11,8-17,6-14,8-14,3-13,10-16,4-11,3-11,5-14,6-11,6-11,3-10,6-13,3-12
Pit,Time of Possession,35:12,27:49,30:21,35:03,30:52,34:56,27:48,36:29,29:25,22:20,35:00,31:12,27:24,29:11,31:20,25:38
Pit,Total Yards,472,449,413,451,324,481,237,395,242,323,527,371,340,368,429,196
Pit,Turnovers,6,1,1,1,1,0,1,0,2,3,4,0,1,1,2,0
