,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
clt,Cmp-Att-Yd-TD-INT,21-27-190-2-0,17-28-146-3-1,29-34-304-3-1,21-31-189-2-0,18-29-151-0-1,23-34-308-1-2,20-32-174-0-0,21-31-227-3-1,21-33-169-0-1,33-47-296-2-1,16-25-129-0-0,17-22-182-2-0,19-36-251-2-0,18-34-165-0-0,28-45-236-0-3,12-25-162-0-0
clt,First Downs,22,21,25,21,25,21,21,22,13,15,19,15,16,16,19,17
clt,Fourth Down Conv.,1-1,1-1,0-0,1-1,2-2,1-3,0-0,2-3,1-2,0-1,0-1,1-1,2-3,1-2,2-4,0-1
clt,Fumbles-Lost,1-0,1-1,0-0,1-1,0-0,0-0,1-0,4-2,1-1,0-0,0-0,2-2,1-1,0-0,0-0,2-2
clt,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
clt,Net Pass Yards,173,121,304,189,151,291,166,189,159,279,121,138,243,159,199,143
clt,Opp Score,30,17,27,24,13,30,15,26,12,33,20,17,38,34,38,38
clt,Opp_Cmp-Att-Yd-TD-INT,25-34-333-3-1,19-28-154-1-0,28-37-310-2-0,24-46-265-3-1,22-39-321-1-0,26-40-326-4-0,15-25-202-0-0,26-35-191-1-1,18-39-204-1-3,15-24-148-1-1,19-30-298-2-1,25-40-319-1-2,35-49-474-4-3,29-30-307-4-0,14-27-119-0-0,27-39-295-3-1
clt,Opp_First Downs,25,18,29,22,18,23,19,17,19,23,16,22,29,27,25,23
clt,Opp_Fourth Down Conv.,0-0,0-1,0-0,3-3,1-2,0-1,0-0,0-1,0-2,1-2,0-2,0-0,1-1,0-0,1-2,0-0
clt,Opp_Fumbles-Lost,2-1,2-0,0-0,2-1,1-1,1-1,2-1,2-1,1-0,2-1,2-0,1-1,1-1,0-0,0-0,1-0
clt,Opp_Net Pass Yards,310,119,300,265,288,321,191,183,191,125,297,309,467,307,106,286
clt,Opp_Penalties-Yards,3-20,5-75,4-39,5-35,11-125,6-45,10-103,5-70,3-25,3-20,4-27,6-40,6-104,6-52,0-0,3-27
clt,Opp_Rush-Yds-TDs,21-125-1,24-124-1,24-79-1,23-81-0,14-36-0,26-62-0,31-127-1,25-90-0,29-109-0,36-264-3,24-99-0,24-82-1,28-75-1,33-117-0,32-218-3,24-67-0
clt,Opp_Sacked-Yards,4-23,4-35,1-10,0-0,4-33,1-5,4-11,1-8,1-13,3-23,1-1,3-10,1-7,0-0,3-13,3-9
clt,Opp_Third Down Conv.,7-11,1-10,5-8,6-16,4-12,8-16,4-12,5-13,5-13,4-11,6-12,5-12,8-15,5-9,4-11,9-14
clt,Opp_Time of Possession,32:50,28:06,31:23,26:19,22:45,32:52,29:16,29:28,28:32,33:52,26:43,32:31,34:15,36:22,27:39,33:53
clt,Opp_Total Yards,435,243,379,346,324,383,318,273,300,389,396,391,542,424,324,353
clt,Opp_Turnovers,2,0,0,2,1,1,1,2,3,2,1,3,4,0,0,1
clt,Penalties-Yards,3-10,8-65,16-128,11-80,7-50,10-54,10-88,7-89,4-30,8-81,3-29,3-33,3-35,7-49,6-46,4-36
clt,Rush-Yds-TDs,33-203-1,34-167-0,20-93-0,32-188-1,45-180-1,24-100-1,28-113-1,29-139-0,26-70-1,9-29-0,39-175-2,30-154-1,22-66-1,17-46-1,21-87-0,27-132-2
clt,Sacked-Yards,2-17,3-25,0-0,1-0,0-0,3-17,3-8,5-38,3-10,2-17,1-8,6-44,1-8,1-6,5-37,3-19
clt,Third Down Conv.,7-13,7-14,8-10,5-12,5-14,4-12,2-12,4-12,6-16,6-14,9-15,5-13,6-16,3-12,4-14,4-12
clt,Time of Possession,32:09,31:54,28:37,33:41,37:15,27:08,30:44,30:32,31:28,26:08,33:17,27:29,25:45,23:38,32:21,26:07
clt,Total Yards,376,288,397,377,331,391,279,328,229,308,296,292,309,205,286,275
clt,Turnovers,0,2,1,1,1,2,0,3,2,1,0,2,1,0,3,2
clt,clt Score,24,19,24,31,19,23,13,24,16,13,17,31,35,7,6,20
