,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
0,Attendance,"63,347","63,076","67,914","64,571","70,510","57,947","56,576","59,175","59,593","60,622","69,866","66,140","65,291","66,391","63,900","65,985","60,516"
0,Duration,2:58,2:58,3:01,3:00,3:15,2:55,3:02,3:33,3:12,3:16,2:58,3:19,2:55,2:58,3:04,2:55,3:05
0,Over/Under,49.0 (under),48.0 (over),47.5 (under),42.5 (over),46.0 (over),43.5 (under),42.5 (over),51.0 (over),46.0 (over),47.5 (under),49.5 (over),53.5 (over),44.5 (under),45.5 (under),49.0 (under),45.0 (under),43.5 (under)
0,Roof,retractable roof (closed),retractable roof (closed),outdoors,outdoors,outdoors,retractable roof (open),outdoors,retractable roof (open),retractable roof (closed),retractable roof (closed),outdoors,retractable roof (closed),retractable roof (closed),retractable roof (closed),retractable roof (closed),retractable roof (closed),outdoors
0,Surface,fieldturf,fieldturf,grass,grass,grass,fieldturf,grass,fieldturf,fieldturf,fieldturf,a_turf,fieldturf,astroturf,fieldturf,grass,fieldturf,grass
0,Vegas Line,Seattle Seahawks -3.0,Los Angeles Rams -3.5,Tennessee Titans -5.5,Miami Dolphins -2.5,Baltimore Ravens -7.0,Indianapolis Colts -10.0,San Francisco 49ers -4.0,Indianapolis Colts -3.0,Indianapolis Colts -10.5,Indianapolis Colts -10.0,Buffalo Bills -7.0,Tampa Bay Buccaneers -3.0,Indianapolis Colts -10.0,Indianapolis Colts -2.5,Arizona Cardinals -2.0,Indianapolis Colts -8.0,Indianapolis Colts -15.0
0,Weather,,,"72 degrees, relative humidity 66%, wind 4 mph","85 degrees, relative humidity 57%, wind 16 mph","69 degrees, relative humidity 75%, wind 6 mph",,"64 degrees, relative humidity 84%, wind 16 mph",,,,"49 degrees, relative humidity 48%, wind 12 mph",,,,,,"76 degrees, relative humidity 60%, wind 19 mph"
0,Won OT Toss,,,,,Ravens,,,Colts,,,,,,,,,
0,Won Toss,Seahawks,Rams (deferred),Colts (deferred),Colts (deferred),Colts (deferred),Colts (deferred),Colts (deferred),Titans (deferred),Jets,Jaguars (deferred),Bills (deferred),Colts (deferred),Colts (deferred),Patriots (deferred),Cardinals,Colts (deferred),Colts (deferred)
