,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
clt,Cmp-Att-Yd-TD-INT,24-32-241-2-1,25-33-227-1-0,27-44-227-1-0,27-40-319-1-1,23-35-264-0-1,33-55-329-1-3,16-37-183-0-2,20-29-354-2-0,17-26-127-1-0,18-28-194-0-1,20-31-199-2-1,26-42-312-2-0,26-39-240-1-1,18-26-172-1-2,20-37-201-0-1,30-47-299-2-0,20-26-264-2-0
clt,First Downs,20,19,19,27,19,18,18,24,17,14,17,19,19,13,20,26,16
clt,Fourth Down Conv.,1-3,0-0,0-1,1-1,1-2,3-6,1-2,0-0,0-0,2-2,1-1,1-1,1-2,2-3,1-3,2-2,0-1
clt,Fumbles-Lost,3-1,1-0,1-0,1-0,0-0,1-1,1-0,1-1,1-1,0-0,2-1,3-2,1-1,1-1,1-0,0-0,0-0
clt,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
clt,Net Pass Yards,237,227,188,303,259,310,166,350,120,194,173,300,226,142,170,286,246
clt,Opp Score,21,20,19,23,23,37,38,27,13,6,27,28,34,30,29,23,19
clt,Opp_Cmp-Att-Yd-TD-INT,24-39-223-1-1,30-47-384-2-0,22-31-202-0-0,11-25-200-2-0,20-26-253-0-0,20-30-181-2-1,15-23-305-2-1,23-41-213-2-1,24-39-173-1-3,18-27-195-0-2,24-41-251-0-1,16-33-224-1-0,19-25-274-2-1,18-28-215-3-0,23-33-229-1-0,15-23-224-1-0,13-24-141-0-0
clt,Opp_First Downs,18,24,20,19,21,17,20,19,17,21,26,25,19,19,23,16,21
clt,Opp_Fourth Down Conv.,1-5,2-2,0-1,1-2,0-1,1-1,0-0,1-1,2-3,1-1,3-4,0-1,1-1,1-2,1-1,1-1,0-1
clt,Opp_Fumbles-Lost,2-2,3-1,4-2,2-1,1-0,0-0,4-3,0-0,1-0,1-0,1-0,4-2,0-0,0-0,1-0,1-0,1-1
clt,Opp_Net Pass Yards,215,337,178,196,236,148,288,207,137,173,239,204,274,202,229,215,133
clt,Opp_Penalties-Yards,4-35,3-20,1-5,8-80,8-55,5-25,8-67,6-30,10-81,5-34,5-40,9-74,5-40,2-10,4-35,5-52,3-14
clt,Opp_Rush-Yds-TDs,26-65-1,26-52-0,37-186-2,31-133-1,34-193-2,29-85-2,40-168-3,24-164-1,28-138-0,36-167-0,27-155-3,42-177-2,32-111-2,34-170-0,30-177-1,29-134-1,37-227-1
clt,Opp_Sacked-Yards,4-8,6-47,4-24,2-4,1-17,3-33,4-17,2-6,4-36,5-22,2-12,6-20,0-0,3-13,1-0,1-9,1-8
clt,Opp_Third Down Conv.,2-12,9-19,6-16,3-10,8-13,4-14,7-15,7-16,7-16,6-14,2-11,6-17,3-11,6-15,5-13,6-13,1-11
clt,Opp_Time of Possession,26:23,34:58,32:18,24:25,31:03,28:41,32:31,29:51,31:09,34:25,31:21,38:26,31:52,33:20,29:24,26:16,30:42
clt,Opp_Total Yards,280,389,364,329,429,233,456,371,275,340,394,381,385,372,406,349,360
clt,Opp_Turnovers,3,1,2,1,0,1,4,1,3,2,1,2,1,0,0,0,1
clt,Penalties-Yards,4-45,8-42,6-31,8-85,4-58,6-46,4-20,8-73,5-25,4-34,4-24,4-29,9-66,8-101,4-29,7-54,11-69
clt,Rush-Yds-TDs,35-105-2,23-126-3,35-139-0,36-164-2,22-89-1,17-44-1,33-150-3,36-161-3,30-78-0,26-70-1,19-125-0,23-55-0,18-46-0,24-74-1,25-92-1,25-84-0,28-60-1
clt,Sacked-Yards,2-4,0-0,5-39,2-16,1-5,3-19,2-17,1-4,1-7,0-0,6-26,3-12,3-14,4-30,6-31,2-13,2-18
clt,Third Down Conv.,3-12,6-12,8-22,6-15,5-12,6-17,4-16,6-12,4-13,5-13,5-13,3-14,3-11,4-12,5-14,5-15,5-13
clt,Time of Possession,33:37,25:02,36:33,39:46,28:57,31:19,27:29,30:09,28:51,25:35,28:39,29:03,28:08,26:40,30:36,33:44,29:18
clt,Total Yards,342,353,327,467,348,354,316,511,198,264,298,355,272,216,262,370,306
clt,Turnovers,2,0,0,1,1,4,2,1,1,1,2,2,2,3,1,0,0
clt,clt Score,31,31,22,29,16,20,39,38,27,10,20,31,14,13,10,20,23
