,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
clt,Cmp-Att-Yd-TD-INT,18-23-254-4-0,19-30-278-2-1,19-37-194-0-0,24-32-228-2-0,25-35-402-2-0,29-43-243-0-2,17-26-150-2-0,23-34-265-3-2,34-52-412-4-1,16-35-162-0-0,11-20-106-1-0,25-34-226-1-1,16-22-158-1-0,26-45-299-2-2,18-28-225-2-0,24-32-255-1-2,17-29-185-1-1
clt,First Downs,18,21,19,20,29,19,17,18,30,15,28,28,26,20,20,18,13
clt,Fourth Down Conv.,0-0,0-1,2-2,1-1,1-1,1-2,1-1,2-2,1-1,0-0,0-1,0-0,1-1,1-3,0-1,2-2,2-5
clt,Fumbles-Lost,1-1,2-1,1-0,1-1,1-1,1-1,4-2,1-0,1-1,2-1,1-0,1-1,1-1,2-0,0-0,2-0,3-1
clt,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
clt,Net Pass Yards,241,270,178,210,390,229,147,247,398,152,106,217,151,284,220,241,139
clt,Opp Score,16,24,25,17,31,31,18,31,45,23,15,31,0,27,16,20,26
clt,Opp_Cmp-Att-Yd-TD-INT,25-38-251-2-0,22-36-272-1-2,18-27-197-3-2,20-30-199-2-0,37-43-442-4-0,11-20-223-2-0,16-27-181-1-2,27-51-231-3-2,22-30-272-3-0,22-34-180-0-0,24-40-228-2-3,27-44-306-3-2,11-27-94-0-1,5-12-57-1-1,27-43-245-1-0,16-27-148-1-0,23-32-223-2-0
clt,Opp_First Downs,23,22,24,13,30,15,13,24,28,15,19,24,9,15,20,16,19
clt,Opp_Fourth Down Conv.,0-3,0-1,1-1,2-2,0-0,1-1,0-0,2-3,1-2,0-0,0-0,2-2,0-3,3-3,1-3,1-1,1-1
clt,Opp_Fumbles-Lost,1-1,0-0,1-1,3-2,1-1,0-0,3-2,2-1,2-0,0-0,2-1,3-3,1-1,0-0,2-0,1-0,0-0
clt,Opp_Net Pass Yards,223,245,188,168,437,214,169,224,272,168,220,285,57,49,245,140,217
clt,Opp_Penalties-Yards,2-16,3-25,4-24,5-32,8-74,2-10,7-122,9-75,2-22,7-47,7-56,6-66,4-25,2-13,11-85,3-25,6-49
clt,Opp_Rush-Yds-TDs,30-113-0,26-109-0,37-180-0,16-35-0,25-86-0,26-174-2,24-111-1,20-83-1,30-260-3,27-127-1,13-91-0,20-107-1,19-84-0,39-226-1,21-133-1,26-122-1,31-101-0
clt,Opp_Sacked-Yards,3-28,3-27,1-9,3-31,2-5,2-9,2-12,1-7,1-0,1-12,1-8,3-21,4-37,1-8,0-0,1-8,1-6
clt,Opp_Third Down Conv.,5-13,5-11,6-12,3-11,3-8,3-10,1-11,7-16,5-10,4-15,5-10,5-11,3-12,2-10,6-13,3-11,7-15
clt,Opp_Time of Possession,35:47,31:32,34:06,22:51,33:51,25:27,26:04,30:58,30:27,32:16,22:13,30:01,18:25,30:22,24:31,28:57,33:19
clt,Opp_Total Yards,336,354,368,203,523,388,280,307,532,295,311,392,141,275,378,262,318
clt,Opp_Turnovers,1,2,3,2,1,0,4,3,0,0,4,5,2,1,0,0,0
clt,Penalties-Yards,7-53,2-15,4-66,8-86,5-45,4-25,6-45,11-161,7-43,8-79,3-30,4-44,5-25,8-50,5-40,6-41,4-52
clt,Rush-Yds-TDs,27-140-0,29-101-1,18-87-1,33-139-1,26-123-1,29-124-0,33-148-2,31-93-0,21-88-0,24-179-2,46-264-4,27-142-4,48-238-3,19-81-0,33-126-0,27-85-1,18-94-0
clt,Sacked-Yards,3-13,1-8,2-16,2-18,2-12,2-14,1-3,3-18,2-14,3-10,0-0,2-9,1-7,1-15,2-5,2-14,6-46
clt,Third Down Conv.,4-9,3-9,3-12,6-15,5-10,9-17,6-14,8-17,8-14,5-15,8-12,2-8,7-13,6-15,8-15,6-14,4-12
clt,Time of Possession,24:13,28:28,25:54,37:09,30:45,34:33,33:56,34:59,29:33,27:44,37:47,29:59,41:35,29:38,35:29,31:03,26:41
clt,Total Yards,381,371,265,349,513,353,295,340,486,331,370,359,389,365,346,326,233
clt,Turnovers,1,2,0,1,1,3,2,2,2,1,0,2,1,2,0,2,2
clt,clt Score,28,27,16,27,25,3,30,34,30,17,41,38,31,17,22,23,11
