,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
clt,Cmp-Att-Yd-TD-INT,24-32-234-2-0,17-34-204-1-3,33-52-363-2-2,22-34-312-1-0,34-45-383-3-0,22-38-189-2-1,15-26-161-1-0,10-32-175-1-1,16-27-179-0-1,22-37-280-0-2,20-30-272-1-0,26-36-269-0-0,12-24-109-2-2,17-38-172-0-2,23-34-252-2-3,26-38-330-2-2,20-32-225-1-1
clt,First Downs,26,19,26,23,25,20,18,17,13,21,18,26,20,18,18,25,19
clt,Fourth Down Conv.,2-2,1-2,4-5,0-2,1-1,1-1,0-1,2-2,1-2,2-3,1-2,0-1,3-3,2-4,0-0,1-2,0-1
clt,Fumbles-Lost,0-0,3-0,1-1,3-2,1-1,0-0,2-2,2-1,1-1,1-0,2-1,1-0,1-0,3-3,0-0,1-1,1-0
clt,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
clt,Net Pass Yards,204,198,332,282,348,189,149,140,159,280,241,253,109,161,242,320,206
clt,Opp Score,27,16,21,27,37,17,16,23,21,20,27,6,24,31,38,45,26
clt,Opp_Cmp-Att-Yd-TD-INT,9-19-212-2-1,12-14-122-1-0,10-20-167-0-2,19-30-239-2-0,28-34-371-2-1,16-27-95-1-1,10-24-129-0-0,25-37-285-1-0,29-35-312-3-2,26-35-272-2-3,22-29-184-2-0,11-28-172-0-0,24-30-238-1-1,20-33-130-3-3,7-11-131-1-1,17-23-309-4-0,23-40-264-1-0
clt,Opp_First Downs,14,19,15,22,20,16,16,21,29,19,10,11,23,13,19,15,24
clt,Opp_Fourth Down Conv.,1-2,0-0,0-1,0-0,1-2,1-1,0-0,0-0,1-1,2-3,0-1,0-1,0-0,0-0,1-1,0-1,0-1
clt,Opp_Fumbles-Lost,0-0,2-1,0-0,1-0,2-1,1-0,1-1,1-1,1-1,2-1,1-0,2-0,2-0,0-0,0-0,1-0,0-0
clt,Opp_Net Pass Yards,199,122,156,225,371,95,129,267,282,240,162,172,222,121,123,309,252
clt,Opp_Penalties-Yards,4-20,6-50,9-78,4-38,3-25,11-113,4-25,5-30,3-41,5-25,2-14,10-75,7-88,6-58,7-62,7-94,3-15
clt,Opp_Rush-Yds-TDs,22-104-2,53-261-0,33-150-3,32-133-1,23-126-2,28-146-1,37-155-1,29-96-1,32-133-0,22-121-0,20-91-1,21-96-0,31-200-1,27-72-0,50-335-4,30-80-1,34-177-1
clt,Opp_Sacked-Yards,2-13,0-0,1-11,2-14,0-0,0-0,0-0,2-18,4-30,4-32,3-22,0-0,4-16,1-9,1-8,0-0,3-12
clt,Opp_Third Down Conv.,5-10,10-17,3-12,8-15,3-10,4-11,4-13,4-13,6-12,4-11,4-13,3-12,6-11,6-17,8-15,7-13,5-15
clt,Opp_Time of Possession,20:00,40:11,24:59,28:53,28:28,30:32,28:49,35:20,36:54,27:52,25:43,22:59,34:12,28:28,33:01,26:37,35:58
clt,Opp_Total Yards,303,383,306,358,497,241,284,363,415,361,253,268,422,193,458,389,429
clt,Opp_Turnovers,1,1,2,0,2,1,1,1,3,4,0,0,1,3,1,0,0
clt,Penalties-Yards,5-30,3-20,4-25,6-53,5-34,5-40,6-50,9-57,7-50,8-54,5-40,5-45,2-15,8-69,4-35,3-21,4-57
clt,Rush-Yds-TDs,40-213-1,18-140-0,28-63-0,30-122-2,20-99-1,28-80-0,40-188-0,26-163-1,19-68-0,31-135-2,35-91-2,33-137-3,34-144-1,32-149-1,22-65-2,33-126-2,34-113-1
clt,Sacked-Yards,4-30,1-6,4-31,4-30,4-35,0-0,2-12,5-35,3-20,2-0,2-31,3-16,0-0,2-11,1-10,2-10,2-19
clt,Third Down Conv.,7-14,2-9,9-21,6-13,7-14,7-15,6-15,2-13,3-11,7-14,6-15,9-15,5-11,4-15,5-11,7-13,5-14
clt,Time of Possession,40:00,19:49,35:01,31:07,31:32,29:28,31:11,24:40,23:06,32:08,34:17,37:01,25:48,31:32,26:59,33:23,30:51
clt,Total Yards,417,338,395,404,447,269,337,303,227,415,332,390,253,310,307,446,319
clt,Turnovers,0,3,3,2,1,1,2,2,2,2,1,0,2,5,3,3,1
clt,clt Score,29,10,16,24,34,20,10,20,13,30,28,24,25,13,30,33,23
