,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
rai,Cmp-Att-Yd-TD-INT,21-31-268-1-0,30-44-443-4-0,27-34-242-2-1,21-31-189-2-0,22-30-231-2-2,24-31-329-3-1,18-30-285-3-0,26-41-406-3-1,17-31-207-2-3,13-31-115-0-1,19-34-147-0-1,20-30-222-1-2,21-27-391-3-1,17-29-201-2-0,26-30-291-1-0,29-46-391-1-0
rai,First Downs,18,24,17,21,15,21,15,26,26,16,10,19,26,17,19,18
rai,Fourth Down Conv.,0-0,0-0,2-3,1-1,0-0,0-1,0-0,1-2,1-2,1-2,0-1,1-2,0-0,1-1,1-1,1-3
rai,Fumbles-Lost,1-0,1-1,1-0,1-1,0-0,1-1,0-0,1-1,1-0,1-1,3-1,2-1,0-0,0-0,0-0,3-1
rai,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rai,Net Pass Yards,249,436,214,189,194,329,285,383,169,73,140,210,391,185,267,380
rai,Opp Score,24,10,34,24,24,42,27,31,26,17,34,40,21,16,17,16
rai,Opp_Cmp-Att-Yd-TD-INT,22-26-259-1-0,23-38-198-1-2,15-21-174-1-0,24-46-265-3-1,25-32-229-0-0,25-31-429-5-0,27-39-279-3-0,20-31-289-2-0,21-31-218-1-0,25-29-292-1-1,20-29-315-2-0,15-29-175-1-0,25-34-262-2-0,22-36-267-1-0,27-39-279-0-0,17-28-177-1-0
rai,Opp_First Downs,19,19,23,22,25,22,29,25,18,20,21,22,22,27,21,16
rai,Opp_Fourth Down Conv.,0-0,1-1,0-0,3-3,1-1,0-0,1-1,1-2,1-1,1-1,0-0,0-1,0-1,0-0,1-1,0-0
rai,Opp_Fumbles-Lost,0-0,3-0,1-0,2-1,2-2,0-0,1-0,3-0,0-0,1-1,2-1,0-0,1-1,0-0,0-0,4-1
rai,Opp_Net Pass Yards,259,178,174,265,229,421,258,279,200,273,313,163,258,236,265,168
rai,Opp_Penalties-Yards,9-62,7-52,6-59,5-35,6-69,3-20,7-50,10-96,12-97,7-42,4-37,0-0,3-20,6-51,2-15,9-61
rai,Opp_Rush-Yds-TDs,28-98-2,19-129-0,38-211-3,23-81-0,39-169-3,23-60-1,32-130-0,36-171-2,21-78-1,34-113-1,30-88-1,29-96-3,24-97-1,32-128-0,16-19-2,27-70-0
rai,Opp_Sacked-Yards,0-0,3-20,0-0,0-0,0-0,1-8,3-21,1-10,3-18,3-19,1-2,1-12,2-4,4-31,1-14,2-9
rai,Opp_Third Down Conv.,10-14,6-14,5-9,6-16,6-12,6-10,6-14,7-13,4-12,7-15,5-12,7-11,4-10,4-11,3-11,3-12
rai,Opp_Time of Possession,32:45,27:25,31:32,26:19,34:43,30:24,35:53,32:50,25:50,35:22,31:30,28:19,30:48,34:12,26:36,27:00
rai,Opp_Total Yards,357,307,385,346,398,481,388,450,278,386,401,259,355,364,284,238
rai,Opp_Turnovers,0,2,0,2,2,0,0,0,0,2,1,0,1,0,0,1
rai,Penalties-Yards,6-44,10-114,7-84,11-80,10-75,8-97,11-100,5-35,8-70,4-40,4-35,12-99,4-21,8-87,5-47,10-107
rai,Rush-Yds-TDs,23-95-0,22-31-0,20-88-0,32-188-1,17-42-1,31-155-0,23-93-0,19-90-0,30-146-1,22-173-1,22-68-0,25-122-0,32-161-2,22-77-0,29-99-2,22-97-0
rai,Sacked-Yards,3-19,2-7,4-28,1-0,4-37,0-0,0-0,2-23,5-38,5-42,1-7,2-12,0-0,2-16,3-24,2-11
rai,Third Down Conv.,6-13,8-14,3-11,5-12,4-11,7-11,5-12,5-11,3-10,3-13,5-15,3-9,8-11,3-12,7-14,5-16
rai,Time of Possession,27:15,32:35,28:28,33:41,25:17,29:36,24:07,27:10,34:10,24:38,28:30,31:41,29:12,25:48,33:24,33:00
rai,Total Yards,344,467,302,377,236,484,378,473,315,246,208,332,552,262,366,477
rai,Turnovers,0,1,1,1,2,2,0,2,3,2,2,3,1,0,0,1
rai,rai Score,16,28,14,31,21,24,24,24,24,10,3,9,42,20,24,15
