,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
rai,Cmp-Att-Yd-TD-INT,22-30-239-1-0,26-38-312-1-1,24-32-261-2-0,24-34-288-2-0,22-31-347-3-1,33-45-369-4-0,15-24-111-1-0,13-23-165-2-0,23-47-257-1-4,35-46-352-2-1,25-39-240-0-1,28-47-381-3-1,19-28-244-2-0,22-32-314-2-0,26-35-276-2-0,24-38-371-2-2
rai,First Downs,23,26,22,21,22,29,24,16,20,36,13,24,25,27,18,22
rai,Fourth Down Conv.,0-0,0-0,0-0,1-1,2-2,1-1,2-2,0-0,1-1,2-2,1-2,0-1,0-0,0-0,2-2,2-2
rai,Fumbles-Lost,1-0,0-0,3-3,0-0,0-0,1-0,1-0,1-1,2-1,0-0,5-4,2-1,0-0,1-0,0-0,2-2
rai,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rai,Net Pass Yards,239,312,249,274,346,369,100,160,247,352,203,368,244,306,253,359
rai,Opp Score,30,34,36,23,32,20,6,26,37,31,43,28,27,27,25,31
rai,Opp_Cmp-Att-Yd-TD-INT,22-34-269-1-0,28-38-284-3-0,17-28-162-1-1,32-44-311-2-0,22-43-340-2-1,24-36-284-2-1,12-25-122-0-0,28-42-326-2-0,16-25-154-0-0,23-31-275-3-1,22-39-185-2-1,14-23-186-2-1,32-46-345-2-2,20-33-279-1-1,21-34-336-1-0,25-41-339-2-0
rai,Opp_First Downs,22,28,25,24,21,19,14,26,21,25,23,24,26,27,23,24
rai,Opp_Fourth Down Conv.,1-2,2-2,0-0,1-2,1-2,1-2,2-2,2-2,0-0,0-0,1-1,0-0,0-0,4-4,1-2,0-1
rai,Opp_Fumbles-Lost,0-0,2-1,0-0,3-2,0-0,1-0,1-1,2-1,0-0,0-0,0-0,2-2,1-1,1-0,1-1,1-0
rai,Opp_Net Pass Yards,259,261,156,297,333,271,122,312,154,275,179,170,345,276,314,324
rai,Opp_Penalties-Yards,5-65,3-13,2-33,7-65,10-94,4-35,7-59,5-45,8-82,8-72,6-49,6-40,6-33,6-69,4-40,4-28
rai,Opp_Rush-Yds-TDs,30-129-2,35-116-1,38-250-2,23-86-0,20-80-2,24-76-0,22-101-0,31-128-1,41-203-4,26-89-1,32-125-1,34-206-2,22-79-1,41-173-2,24-104-1,32-122-1
rai,Opp_Sacked-Yards,1-10,3-23,2-6,2-14,3-7,3-13,0-0,2-14,0-0,0-0,1-6,3-16,0-0,1-3,3-22,2-15
rai,Opp_Third Down Conv.,7-13,10-17,3-11,8-14,6-14,5-13,3-10,7-15,6-13,6-9,9-19,5-9,8-12,5-13,0-10,7-16
rai,Opp_Time of Possession,28:48,36:18,34:39,31:42,24:42,31:04,22:17,34:44,36:38,27:55,34:58,28:59,31:25,37:31,26:59,33:20
rai,Opp_Total Yards,388,377,406,383,413,347,223,440,357,364,304,376,424,449,418,446
rai,Opp_Turnovers,0,1,1,2,1,1,1,1,0,1,1,3,3,1,1,0
rai,Penalties-Yards,3-40,10-129,6-40,5-81,8-59,4-20,5-25,2-10,7-37,10-89,11-141,3-21,6-50,3-20,5-76,14-111
rai,Rush-Yds-TDs,31-133-3,19-112-2,22-126-0,24-63-2,35-144-2,25-85-2,45-209-0,26-160-2,19-66-0,27-108-3,14-40-0,25-72-1,31-212-2,29-96-2,25-130-0,23-106-2
rai,Sacked-Yards,0-0,0-0,2-12,1-14,1-1,0-0,2-11,1-5,2-10,0-0,5-37,2-13,0-0,1-8,3-23,3-12
rai,Third Down Conv.,6-11,7-11,3-9,7-13,7-14,7-12,8-14,5-10,7-15,5-9,3-12,6-14,8-11,7-12,5-15,5-13
rai,Time of Possession,31:12,23:42,25:21,28:18,35:18,28:56,37:43,25:16,23:22,32:05,25:02,31:01,28:35,31:00,33:01,26:40
rai,Total Yards,372,424,375,337,490,454,309,320,313,460,243,440,456,402,383,465
rai,Turnovers,0,1,3,0,1,0,0,1,5,1,5,2,0,0,0,4
rai,rai Score,34,24,20,30,40,45,16,31,12,35,6,31,44,30,26,32
