,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
rai,Cmp-Att-Yd-TD-INT,20-26-200-2-1,16-24-185-1-2,16-28-235-2-0,24-39-238-0-1,16-30-182-0-3,24-33-200-0-1,27-45-204-1-3,10-21-126-0-1,19-29-200-1-2,23-40-263-0-1,24-41-271-1-3,27-34-298-2-0,19-36-146-0-0,23-32-257-3-1,9-21-62-0-0,30-47-299-2-0,20-34-272-1-1
rai,First Downs,22,13,17,22,18,17,20,12,15,14,12,23,16,18,12,26,17
rai,Fourth Down Conv.,1-1,0-0,0-0,3-3,1-1,0-0,2-2,0-3,1-5,0-0,0-2,0-0,1-1,0-1,0-0,2-2,2-3
rai,Fumbles-Lost,1-0,1-1,0-0,3-2,0-0,0-0,0-0,1-0,1-0,1-0,0-0,0-0,0-0,5-4,1-0,0-0,1-0
rai,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rai,Net Pass Yards,200,185,228,188,175,176,196,77,154,257,260,291,99,234,48,286,238
rai,Opp Score,16,38,18,24,17,21,30,26,30,16,20,17,0,63,14,23,27
rai,Opp_Cmp-Att-Yd-TD-INT,27-34-177-2-0,31-37-274-3-0,28-44-324-2-3,13-24-167-1-1,22-31-208-1-1,20-32-264-1-1,21-29-162-1-0,26-37-272-1-1,16-25-209-0-0,16-27-153-1-1,28-39-325-2-1,23-34-248-1-0,21-32-171-0-1,22-36-260-5-0,28-45-246-1-1,15-23-224-1-0,20-32-244-2-0
rai,Opp_First Downs,22,29,19,16,19,19,23,29,15,15,21,16,8,20,19,16,22
rai,Opp_Fourth Down Conv.,0-0,3-4,1-2,1-2,1-1,0-0,0-1,1-1,0-1,2-2,0-1,0-2,2-2,0-0,3-5,1-1,0-0
rai,Opp_Fumbles-Lost,0-0,0-0,1-0,1-0,0-0,0-0,1-0,2-2,0-0,3-1,2-2,0-0,3-2,0-0,2-1,1-0,0-0
rai,Opp_Net Pass Yards,166,267,293,150,183,264,150,264,209,126,323,235,146,254,223,215,230
rai,Opp_Penalties-Yards,10-83,4-30,7-60,4-34,4-28,6-42,9-110,5-55,4-30,3-25,5-44,0-0,4-37,4-30,5-44,5-52,0-0
rai,Opp_Rush-Yds-TDs,22-94-0,35-183-2,19-69-0,37-155-2,29-96-1,33-84-0,38-173-2,43-222-1,34-125-3,32-148-0,28-99-0,23-123-1,17-56-0,26-124-2,25-85-1,29-134-1,31-129-1
rai,Opp_Sacked-Yards,2-11,2-7,4-31,2-17,4-25,0-0,2-12,1-8,0-0,3-27,1-2,1-13,4-25,1-6,4-23,1-9,3-14
rai,Opp_Third Down Conv.,5-11,7-13,4-13,5-14,5-13,8-16,8-13,6-14,5-14,5-15,3-11,7-14,3-14,9-16,5-16,6-13,7-13
rai,Opp_Time of Possession,32:08,40:04,29:57,27:09,32:34,32:12,34:06,39:33,28:56,30:18,32:15,29:15,27:49,29:51,34:18,26:16,30:36
rai,Opp_Total Yards,260,450,362,305,279,348,323,486,334,274,422,358,202,378,308,349,359
rai,Opp_Turnovers,0,0,3,1,1,1,0,3,0,2,3,0,3,0,2,0,0
rai,Penalties-Yards,10-97,2-30,6-45,9-80,3-18,10-79,2-15,4-40,3-8,8-83,5-41,4-40,5-36,6-65,4-20,7-54,4-35
rai,Rush-Yds-TDs,29-61-0,15-55-0,31-105-0,23-76-2,25-110-1,19-83-2,14-39-0,18-80-1,25-123-0,21-108-0,16-36-0,23-69-2,30-132-0,28-92-0,29-157-0,25-84-0,20-48-1
rai,Sacked-Yards,0-0,0-0,1-7,7-50,2-7,4-24,1-8,6-49,8-46,2-6,2-11,1-7,5-47,3-23,2-14,2-13,5-34
rai,Third Down Conv.,5-11,3-7,6-15,1-11,4-12,6-12,2-9,1-9,3-12,7-16,4-14,5-11,8-20,6-12,3-12,5-15,4-12
rai,Time of Possession,27:52,19:56,30:03,32:51,27:26,27:48,25:54,20:27,31:04,29:42,27:45,30:45,32:11,30:09,25:42,33:44,29:24
rai,Total Yards,261,240,333,264,285,259,235,157,277,365,296,360,231,326,205,370,286
rai,Turnovers,1,3,0,3,3,1,3,1,2,1,3,0,0,5,0,0,1
rai,rai Score,17,10,23,17,13,17,12,14,6,12,13,31,3,21,20,20,14
