,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
rai,Cmp-Att-Yd-TD-INT,18-33-233-2-0,29-32-288-1-0,27-39-345-1-2,21-41-295-2-2,24-33-268-1-1,17-23-222-3-1,22-31-239-3-0,17-24-179-0-0,18-26-223-2-1,19-31-192-2-0,16-34-194-1-0,23-38-295-4-0,29-38-306-2-1,21-38-263-1-0,23-37-202-2-2,24-33-185-0-2
rai,First Downs,23,21,25,21,14,19,28,14,16,19,13,25,24,13,19,20
rai,Fourth Down Conv.,0-0,0-1,0-1,1-1,1-1,0-0,0-0,0-1,1-1,0-0,1-2,1-1,0-1,0-0,1-2,1-1
rai,Fumbles-Lost,1-0,0-0,1-0,3-2,1-1,1-0,0-0,4-0,0-0,1-0,1-1,1-1,0-0,2-2,1-0,3-2
rai,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rai,Net Pass Yards,225,281,325,279,248,214,239,140,222,173,182,295,300,229,200,165
rai,Opp Score,13,20,28,45,26,3,28,34,6,21,34,33,24,30,27,35
rai,Opp_Cmp-Att-Yd-TD-INT,29-40-303-0-3,19-35-222-0-1,18-24-341-4-0,35-58-437-4-2,22-27-339-2-0,23-31-142-0-0,21-28-244-3-0,16-22-262-3-0,24-37-243-0-0,9-20-136-3-2,14-25-178-1-2,29-38-285-3-0,25-34-322-2-0,14-33-130-1-1,19-26-167-0-0,16-27-310-2-1
rai,Opp_First Downs,20,20,13,27,19,15,19,18,16,13,23,28,20,18,16,18
rai,Opp_Fourth Down Conv.,0-0,1-1,0-0,0-1,0-0,0-1,1-2,0-0,1-3,0-0,0-0,0-0,2-2,2-2,0-0,1-3
rai,Opp_Fumbles-Lost,0-0,0-0,0-0,0-0,0-0,3-2,1-1,1-0,1-1,1-0,1-0,4-3,1-1,0-0,1-0,0-0
rai,Opp_Net Pass Yards,300,217,332,426,333,106,244,262,203,128,174,271,299,123,159,310
rai,Opp_Penalties-Yards,11-155,6-35,9-74,6-65,9-82,5-38,10-79,3-23,6-55,7-62,6-45,8-74,13-130,9-85,6-50,4-50
rai,Opp_Rush-Yds-TDs,23-95-1,28-168-2,14-41-0,29-139-0,31-79-1,19-79-0,19-103-1,32-143-1,22-114-0,31-154-0,43-242-1,28-171-1,25-55-1,41-171-2,30-114-2,27-99-2
rai,Opp_Sacked-Yards,1-3,1-5,1-9,3-11,1-6,6-36,0-0,0-0,4-40,1-8,1-4,3-14,4-23,1-7,1-8,0-0
rai,Opp_Third Down Conv.,5-11,8-16,2-8,5-16,7-13,4-12,4-8,5-12,5-15,3-11,8-13,9-12,4-12,8-19,5-13,5-9
rai,Opp_Time of Possession,31:31,27:04,21:29,36:51,34:40,28:34,23:30,28:34,31:10,23:59,34:12,30:46,32:36,33:19,30:08,26:04
rai,Opp_Total Yards,395,385,373,565,412,185,347,405,317,282,416,442,354,294,273,409
rai,Opp_Turnovers,3,1,0,2,0,2,1,0,1,2,2,3,1,1,0,1
rai,Penalties-Yards,8-70,4-30,8-38,8-55,7-55,8-64,10-77,6-40,6-70,4-20,4-24,11-94,2-14,8-90,11-91,4-22
rai,Rush-Yds-TDs,26-140-0,27-92-1,32-109-1,31-208-3,13-41-0,37-155-0,40-222-2,23-102-0,26-113-0,33-152-0,19-67-1,30-174-1,19-40-1,16-68-0,24-100-0,29-127-0
rai,Sacked-Yards,1-8,1-7,3-20,2-16,3-20,1-8,0-0,8-39,1-1,4-19,3-12,0-0,1-6,5-34,1-2,3-20
rai,Third Down Conv.,4-11,3-10,7-13,5-15,4-11,9-13,9-13,3-12,2-10,5-15,3-13,6-13,6-11,3-14,6-14,4-10
rai,Time of Possession,28:29,32:56,38:31,31:23,25:20,31:26,36:30,31:26,28:50,36:01,25:48,29:14,27:24,26:41,29:52,33:56
rai,Total Yards,365,373,434,487,289,369,461,242,335,325,249,469,340,297,300,292
rai,Turnovers,0,0,2,4,2,1,0,0,1,0,1,1,1,2,2,4
rai,rai Score,33,19,20,42,10,27,42,3,20,23,17,40,21,16,14,3
