,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
Rav,Cmp-Att-Yd-TD-INT,17-30-213-3-1,36-50-469-6-2,18-29-218-4-1,19-36-213-1-1,24-35-217-1-1,17-32-210-1-1,22-27-258-0-0,27-38-238-2-0,12-22-133-1-0,21-33-196-0-2,16-32-254-1-0,17-22-189-0-0,11-17-104-0-0,17-30-138-0-1,22-33-218-0-0,15-27-168-1-0,19-44-286-0-2,17-29-226-2-1
Rav,First Downs,13,27,19,22,20,23,18,27,23,13,24,12,18,17,17,22,20,23
Rav,Fourth Down Conv.,0-0,2-2,0-0,1-1,0-1,0-0,1-1,0-1,0-0,0-1,0-1,0-0,1-2,0-3,1-4,0-0,0-2,2-3
Rav,Fumbles-Lost,1-0,0-0,1-1,2-1,0-0,2-1,3-2,0-0,1-0,2-1,3-2,0-0,2-0,4-1,2-1,0-0,2-2,2-1
Rav,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rav,Net Pass Yards,211,461,206,201,190,195,223,222,131,169,253,184,94,126,212,153,276,209
Rav,Opp Score,9,38,26,20,19,24,23,22,13,13,28,10,14,13,17,13,27,24
Rav,Opp_Cmp-Att-Yd-TD-INT,37-59-309-1-1,21-29-318-3-0,22-32-321-0-3,20-29-144-1-2,19-32-174-1-1,19-27-173-2-0,9-16-120-0-0,26-44-325-1-0,20-30-223-1-1,24-33-209-0-1,29-37-321-3-0,30-37-198-0-2,22-31-276-1-3,18-28-161-1-0,9-17-115-1-0,14-21-130-1-1,25-42-215-1-0,23-32-209-1-0
Rav,Opp_First Downs,24,23,22,22,22,18,17,20,13,19,18,20,23,19,15,15,15,18
Rav,Opp_Fourth Down Conv.,3-4,1-3,1-2,1-2,0-1,0-0,2-2,1-1,1-1,0-0,2-3,3-3,0-0,2-2,0-0,0-0,0-1,0-0
Rav,Opp_Fumbles-Lost,2-1,1-0,3-1,0-0,1-0,1-1,1-1,1-1,0-0,0-0,2-1,1-0,0-0,0-0,1-0,0-0,1-1,2-1
Rav,Opp_Net Pass Yards,297,318,302,134,170,155,94,305,195,193,294,182,264,140,115,120,202,183
Rav,Opp_Penalties-Yards,6-81,1-5,3-16,9-70,6-48,3-25,3-53,4-35,5-40,10-93,4-19,3-15,2-15,3-32,1-6,4-30,3-35,7-42
Rav,Opp_Rush-Yds-TDs,17-83-0,25-155-1,28-145-3,33-162-1,28-155-0,31-83-1,44-160-2,15-44-1,15-48-0,30-115-1,20-38-0,28-103-1,20-65-1,33-143-0,34-184-0,28-120-0,20-55-1,18-51-1
Rav,Opp_Sacked-Yards,3-12,0-0,3-19,2-10,1-4,4-18,3-26,3-20,4-28,3-16,4-27,4-16,2-12,3-21,0-0,1-10,2-13,4-26
Rav,Opp_Third Down Conv.,2-14,3-10,2-9,6-13,5-11,7-14,7-15,4-13,3-11,6-15,4-13,3-13,4-8,5-15,4-12,5-12,5-15,7-13
Rav,Opp_Time of Possession,32:30,25:13,29:24,38:10,29:59,31:52,34:04,21:37,22:13,33:14,27:21,32:29,27:01,33:08,27:16,25:46,31:19,27:34
Rav,Opp_Total Yards,380,473,447,296,325,238,254,349,243,308,332,285,329,283,299,240,257,234
Rav,Opp_Turnovers,2,0,4,2,1,1,1,1,1,1,1,2,3,0,0,1,1,1
Rav,Penalties-Yards,5-29,8-51,2-10,4-31,4-20,10-74,6-45,7-101,5-31,9-66,3-20,4-48,5-46,3-25,5-48,6-43,5-22,4-36
Rav,Rav Score,24,42,37,23,17,20,20,27,27,3,27,9,16,3,9,16,16,17
Rav,Rush-Yds-TDs,21-63-0,18-86-0,26-188-1,25-125-1,21-101-1,24-211-1,24-113-2,33-231-1,40-188-2,17-36-0,35-162-1,28-88-0,42-215-1,28-198-0,33-115-0,41-198-0,27-110-1,35-155-0
Rav,Sacked-Yards,2-2,1-8,4-12,1-12,3-27,2-15,5-35,3-16,3-2,4-27,1-1,2-5,2-10,3-12,2-6,2-15,4-10,2-17
Rav,Third Down Conv.,5-13,7-11,5-11,4-11,4-10,4-10,2-11,6-13,9-15,3-12,8-14,2-12,4-13,5-12,5-14,10-16,6-16,3-11
Rav,Time of Possession,27:30,34:47,30:36,21:50,30:01,28:08,25:56,38:23,37:47,26:46,32:39,27:31,32:59,26:52,32:44,34:14,28:41,32:26
Rav,Total Yards,274,547,394,326,291,406,336,453,319,205,415,272,309,324,327,351,386,364
Rav,Turnovers,1,2,2,2,1,2,2,0,0,3,2,0,0,2,1,0,4,2
