,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
Rav,Cmp-Att-Yd-TD-INT,19-30-235-1-0,24-31-343-3-1,16-31-287-1-1,22-37-316-1-0,25-35-402-2-0,22-39-195-1-1,23-38-416-3-1,17-28-187-2-0,26-43-238-1-1,26-36-219-0-1,18-37-247-1-0,23-37-253-1-1,31-42-287-1-0,23-31-268-3-0,28-40-304-2-1,26-35-309-2-2,30-44-244-1-1
Rav,First Downs,20,22,15,20,29,14,19,13,23,23,14,22,21,26,21,20,19
Rav,Fourth Down Conv.,1-2,0-0,1-1,0-0,1-1,1-4,1-2,2-2,0-0,1-1,0-1,0-0,3-4,0-0,0-1,1-1,1-1
Rav,Fumbles-Lost,4-2,2-1,1-0,0-0,1-1,0-0,1-0,0-0,2-1,1-0,2-2,1-0,2-2,0-0,2-0,1-1,0-0
Rav,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rav,Net Pass Yards,217,343,271,304,390,182,409,187,210,176,222,219,271,250,295,300,235
Rav,Opp Score,33,36,17,7,31,34,17,34,22,13,16,20,24,30,41,19,13
Rav,Opp_Cmp-Att-Yd-TD-INT,34-56-435-2-1,18-26-239-1-2,22-31-217-0-0,19-37-178-1-1,37-43-442-4-0,19-27-167-1-2,20-42-296-1-0,27-41-266-3-2,19-36-314-0-0,15-34-280-2-0,20-32-165-1-4,21-31-236-2-0,22-32-190-2-1,28-40-215-2-0,37-46-525-4-0,20-32-197-0-1,16-32-141-0-2
Rav,Opp_First Downs,26,31,22,15,30,27,20,36,17,14,22,17,20,24,33,19,20
Rav,Opp_Fourth Down Conv.,0-1,1-1,0-0,0-0,0-0,0-0,1-4,3-3,0-0,2-3,1-1,0-0,0-0,2-4,2-2,3-3,1-2
Rav,Opp_Fumbles-Lost,1-0,1-0,0-0,0-0,1-1,2-0,1-0,0-0,2-0,1-1,0-0,0-0,2-0,0-0,0-0,1-1,2-1
Rav,Opp_Net Pass Yards,409,230,192,148,437,140,278,253,290,261,155,236,190,211,498,162,132
Rav,Opp_Penalties-Yards,10-62,8-55,7-35,4-25,8-74,2-15,5-46,8-61,11-97,6-58,5-54,5-81,4-42,8-56,5-45,4-24,1-5
Rav,Opp_Rush-Yds-TDs,21-82-2,41-251-3,27-93-2,17-106-0,25-86-0,38-187-3,24-115-1,45-247-1,22-60-1,20-92-0,43-148-0,25-85-0,29-100-0,26-143-2,21-77-1,32-165-0,36-249-1
Rav,Opp_Sacked-Yards,3-26,1-9,2-25,5-30,2-5,3-27,5-18,3-13,4-24,3-19,2-10,1-0,0-0,1-4,3-27,5-35,3-9
Rav,Opp_Third Down Conv.,7-15,6-11,3-10,3-14,3-8,6-11,5-16,6-15,3-13,2-11,7-15,5-12,6-13,7-13,5-10,4-14,3-14
Rav,Opp_Time of Possession,34:08,35:59,32:33,26:53,33:51,38:07,31:49,46:04,28:12,21:10,37:04,23:30,33:50,28:50,37:03,33:39,31:16
Rav,Opp_Total Yards,491,481,285,254,523,327,393,500,350,353,303,321,290,354,575,327,381
Rav,Opp_Turnovers,1,2,0,1,1,2,0,2,0,1,4,0,1,0,0,2,3
Rav,Penalties-Yards,5-71,5-46,6-69,6-55,5-45,4-35,1-5,8-107,4-20,6-36,5-45,10-55,10-129,8-76,6-27,4-35,6-43
Rav,Rav Score,27,35,19,23,25,6,41,31,10,16,10,19,22,31,21,20,16
Rav,Rush-Yds-TDs,34-189-2,18-62-1,22-116-0,30-102-1,26-123-1,12-26-0,24-111-2,24-131-1,23-94-0,34-123-1,17-40-0,25-107-1,23-118-1,25-96-1,16-39-1,20-73-1,30-79-0
Rav,Sacked-Yards,3-18,0-0,4-16,3-12,2-12,2-13,1-7,0-0,4-28,6-43,3-25,7-34,4-16,3-18,1-9,1-9,1-9
Rav,Third Down Conv.,3-12,1-6,1-10,7-17,5-10,3-12,4-13,5-14,2-14,7-16,4-13,8-16,1-12,5-9,6-11,3-9,6-17
Rav,Time of Possession,32:14,24:01,27:27,33:07,30:45,21:53,28:11,23:40,31:48,38:50,22:56,36:30,26:10,31:10,22:57,26:21,36:48
Rav,Total Yards,406,405,387,406,513,208,520,318,304,299,262,326,389,346,334,373,314
Rav,Turnovers,2,2,1,0,1,1,1,0,2,1,2,1,2,0,1,3,1
