,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
Rav,Cmp-Att-Yd-TD-INT,26-38-260-3-0,32-55-376-2-2,25-40-277-1-0,28-42-363-2-0,29-57-298-0-1,25-37-238-1-1,24-40-284-2-0,26-44-238-2-2,24-38-218-0-0,13-19-150-0-1,14-25-178-1-2,16-27-131-1-0,13-26-147-2-0,13-25-157-0-1,23-37-181-0-2,23-42-376-3-3,14-29-194-2-1
Rav,First Downs,26,28,20,24,25,23,25,20,18,23,23,16,24,12,14,18,11
Rav,Fourth Down Conv.,0-0,2-4,0-0,1-1,1-1,1-1,1-2,1-2,0-1,0-1,0-0,0-1,1-3,0-1,0-0,0-1,2-2
Rav,Fumbles-Lost,4-1,2-1,1-0,1-1,2-1,0-0,0-0,1-1,1-0,1-0,1-0,2-1,1-1,0-0,2-1,0-0,4-2
Rav,HomeTeam,True,False,True,False,False,False,True,False,True,True,True,True,False,False,True,False,True
Rav,Net Pass Yards,252,359,265,355,294,238,274,224,204,136,174,97,127,156,147,376,139
Rav,Opp Score,3,34,14,14,12,0,24,36,23,21,17,26,27,20,22,26,23
Rav,Opp_Cmp-Att-Yd-TD-INT,11-33-98-0-2,24-42-265-4-0,22-34-192-0-1,27-47-274-1-1,25-43-342-1-1,10-15-117-0-0,22-30-212-2-0,22-30-232-2-0,29-48-292-2-0,19-37-211-2-0,16-34-194-1-0,15-26-167-0-0,35-53-377-2-1,14-23-131-1-0,12-22-204-1-0,14-24-179-0-0,22-32-160-0-0
Rav,Opp_First Downs,10,24,18,14,20,7,26,22,27,15,13,25,30,24,15,24,14
Rav,Opp_Fourth Down Conv.,0-1,0-0,0-1,0-1,0-1,0-0,4-5,1-1,1-1,0-1,1-2,2-2,3-3,1-1,1-2,1-1,1-1
Rav,Opp_Fumbles-Lost,1-0,1-0,1-0,1-1,1-0,1-0,2-1,1-0,0-0,0-0,1-1,4-1,1-0,2-2,2-1,2-1,1-1
Rav,Opp_Net Pass Yards,70,265,173,265,304,51,205,232,282,207,182,159,348,128,202,167,154
Rav,Opp_Penalties-Yards,10-100,9-92,13-120,5-40,10-66,4-35,6-52,4-30,8-103,7-58,4-24,9-88,7-53,8-70,4-40,10-65,5-35
Rav,Opp_Rush-Yds-TDs,22-83-0,28-108-0,24-120-2,11-19-0,28-112-0,14-55-0,39-134-1,33-154-2,27-113-1,16-48-1,19-67-1,49-207-1,27-94-1,49-242-1,35-159-0,47-296-2,33-89-1
Rav,Opp_Sacked-Yards,6-28,0-0,3-19,1-9,5-38,11-66,1-7,0-0,1-10,1-4,3-12,2-8,3-29,2-3,3-2,2-12,1-6
Rav,Opp_Third Down Conv.,2-15,5-13,6-14,2-12,6-19,1-10,6-14,6-12,10-16,6-14,3-13,7-15,6-16,9-16,4-14,3-13,6-17
Rav,Opp_Time of Possession,24:46,31:50,29:46,24:57,36:16,22:26,33:31,34:01,36:29,21:51,25:48,39:39,37:00,37:10,31:25,38:30,33:40
Rav,Opp_Total Yards,153,373,293,284,416,106,339,386,395,255,249,366,442,370,361,463,243
Rav,Opp_Turnovers,2,0,1,2,1,0,1,0,0,0,1,1,1,2,1,1,1
Rav,Penalties-Yards,9-78,7-51,7-52,7-50,4-41,10-70,5-54,9-68,5-25,5-31,6-45,8-82,11-112,6-58,8-69,4-35,7-41
Rav,Rav Score,47,23,27,26,9,21,23,21,16,24,34,16,24,12,10,24,17
Rav,Rush-Yds-TDs,34-117-3,22-66-1,28-77-2,30-96-0,25-116-0,35-123-2,23-77-1,18-101-1,16-61-1,53-267-2,43-242-1,15-34-0,40-194-1,21-85-1,16-51-1,14-50-0,23-90-0
Rav,Sacked-Yards,2-8,4-17,2-12,2-8,2-4,0-0,1-10,2-14,2-14,3-14,1-4,3-34,2-20,1-1,4-34,0-0,7-55
Rav,Third Down Conv.,6-14,7-16,8-16,8-17,4-16,12-17,5-12,6-12,4-12,8-16,8-13,2-9,5-12,3-10,4-13,4-11,5-15
Rav,Time of Possession,35:14,28:10,30:14,35:03,33:42,37:34,26:29,25:59,23:31,38:09,34:12,20:21,31:27,22:50,28:35,21:30,26:20
Rav,Total Yards,369,425,342,451,410,361,351,325,265,403,416,131,321,241,198,426,229
Rav,Turnovers,1,3,0,1,2,1,0,3,0,1,2,1,1,1,3,3,3
