,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
CIN,CIN Score,20,17,17,3,23,17,17,10,13,17,16,22,27,34,38,23
CIN,Cmp-Att-Yd-TD-INT,35-51-418-2-0,26-42-311-2-1,20-36-250-1-2,21-37-171-0-1,27-38-262-2-0,21-39-235-0-1,22-43-276-1-3,32-52-329-1-0,16-30-167-1-1,25-29-292-1-1,13-27-203-1-1,22-37-243-1-0,11-24-192-0-2,15-29-128-2-0,31-52-419-4-1,12-27-279-3-3
CIN,First Downs,22,14,17,16,21,18,21,24,21,20,16,18,17,19,29,15
CIN,Fourth Down Conv.,0-1,1-2,0-0,1-3,0-1,0-0,0-0,4-6,1-4,1-1,0-0,0-0,0-0,0-1,0-0,1-1
CIN,Fumbles-Lost,4-3,1-0,2-2,2-1,1-0,0-0,1-1,0-0,3-2,1-1,0-0,2-0,0-0,1-0,1-0,1-0
CIN,HomeTeam,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,False
CIN,Net Pass Yards,395,291,240,102,262,217,258,297,150,273,179,233,187,116,406,239
CIN,Opp Score,21,41,21,27,26,23,27,24,49,10,10,6,19,13,35,33
CIN,Opp_Cmp-Att-Yd-TD-INT,14-20-195-2-0,18-26-312-3-1,23-36-243-1-1,27-31-260-2-0,20-32-253-0-0,21-33-236-0-0,15-32-255-1-0,17-31-372-2-0,18-22-243-3-1,13-31-115-0-1,12-26-192-1-0,28-48-239-0-0,23-39-288-0-1,17-31-151-1-4,33-56-396-4-0,16-28-190-1-1
CIN,Opp_First Downs,12,27,25,20,26,26,22,19,20,16,11,15,27,19,25,22
CIN,Opp_Fourth Down Conv.,0-0,0-0,0-0,0-1,1-1,0-0,1-2,0-0,1-1,1-2,0-0,0-2,1-2,1-2,3-3,0-0
CIN,Opp_Fumbles-Lost,1-1,0-0,3-1,1-1,0-0,1-1,1-0,0-0,0-0,1-1,4-2,0-0,1-0,1-1,1-1,1-0
CIN,Opp_Net Pass Yards,160,312,241,260,248,228,244,372,243,73,158,209,272,151,371,182
CIN,Opp_Penalties-Yards,8-55,9-75,7-55,4-37,12-96,10-81,11-130,9-59,5-35,4-40,7-79,10-106,8-99,5-25,10-77,3-20
CIN,Opp_Rush-Yds-TDs,25-72-1,42-259-2,36-175-1,25-66-1,38-266-2,43-269-2,44-216-0,26-98-1,23-136-2,22-173-1,21-86-0,17-62-0,31-179-1,32-164-0,25-59-0,39-179-3
CIN,Opp_Sacked-Yards,4-35,0-0,1-2,0-0,1-5,1-8,2-11,0-0,1-0,5-42,4-34,4-30,2-16,0-0,4-25,1-8
CIN,Opp_Third Down Conv.,4-12,5-9,5-13,3-9,6-13,9-15,4-16,7-13,4-6,3-13,2-12,7-17,3-12,4-13,4-18,9-14
CIN,Opp_Time of Possession,24:10,32:19,36:54,29:46,31:03,39:42,38:17,27:17,23:49,24:38,25:20,28:19,34:31,32:51,33:36,34:41
CIN,Opp_Total Yards,232,571,416,326,514,497,460,470,379,246,244,271,451,315,430,361
CIN,Opp_Turnovers,1,1,2,1,0,1,0,0,1,2,2,0,1,5,1,1
CIN,Penalties-Yards,7-57,7-60,8-54,8-60,7-60,4-20,6-50,6-40,1-5,7-42,10-77,2-15,6-30,4-30,6-47,4-33
CIN,Rush-Yds-TDs,14-34-0,19-25-0,19-66-1,19-73-0,23-108-0,14-33-1,20-33-1,22-104-0,40-157-0,34-113-1,38-159-0,25-44-1,27-146-2,32-175-1,34-96-1,20-74-0
CIN,Sacked-Yards,5-23,4-20,2-10,8-69,1-0,2-18,2-18,5-32,2-17,3-19,3-24,1-10,1-5,2-12,2-13,6-40
CIN,Third Down Conv.,6-15,9-18,3-11,4-14,5-12,5-11,5-12,6-18,7-15,7-15,5-16,5-14,7-12,6-14,6-16,4-13
CIN,Time of Possession,35:50,27:41,23:06,30:14,28:57,20:18,21:43,32:43,36:11,35:22,34:40,31:41,25:29,27:09,36:24,25:19
CIN,Total Yards,429,316,306,175,370,250,291,401,307,386,338,277,333,291,502,313
CIN,Turnovers,3,1,4,2,0,1,4,0,3,2,1,0,2,0,1,3
