,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
CIN,CIN Score,34,34,21,37,27,21,10,37,14,21,20,10,21,30,18,13
CIN,Cmp-Att-Yd-TD-INT,21-28-243-2-1,24-42-265-4-0,29-46-352-2-4,29-41-337-3-1,20-30-248-1-1,26-42-229-2-0,19-33-187-1-1,21-34-280-2-0,14-23-198-1-2,19-37-211-2-0,27-46-255-2-1,25-37-236-1-1,18-27-170-1-0,14-33-130-1-1,13-19-133-2-0,12-24-95-0-0
CIN,First Downs,19,24,25,30,17,19,15,21,13,15,25,20,19,18,15,9
CIN,Fourth Down Conv.,0-0,0-0,0-0,2-2,0-0,0-0,0-1,1-2,1-2,0-1,2-4,0-0,0-1,2-2,1-1,0-1
CIN,Fumbles-Lost,2-1,1-0,0-0,0-0,0-0,0-0,2-0,0-0,0-0,0-0,1-1,2-2,0-0,0-0,1-0,2-0
CIN,HomeTeam,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False
CIN,Net Pass Yards,229,265,330,308,229,213,174,264,174,207,243,202,151,123,107,71
CIN,Opp Score,23,23,31,36,17,28,45,34,51,24,35,24,26,16,26,16
CIN,Opp_Cmp-Att-Yd-TD-INT,39-53-319-2-1,32-55-376-2-2,15-24-150-2-0,29-39-419-3-0,20-35-185-1-2,32-46-369-1-0,28-39-358-4-1,29-50-470-3-4,22-27-265-3-0,13-19-150-0-1,19-26-258-4-0,12-21-151-1-0,19-29-220-1-0,21-38-263-1-0,28-38-347-3-0,31-45-287-1-1
CIN,Opp_First Downs,24,28,23,25,17,26,33,29,33,23,24,16,17,13,23,18
CIN,Opp_Fourth Down Conv.,0-0,2-4,0-1,0-1,1-1,0-0,0-1,2-2,1-1,0-1,1-1,0-0,1-1,0-0,1-1,2-2
CIN,Opp_Fumbles-Lost,1-1,2-1,1-0,0-0,1-1,1-0,2-0,1-0,0-0,1-0,0-0,1-1,0-0,2-2,0-0,1-0
CIN,Opp_Net Pass Yards,305,359,147,403,169,369,353,450,265,136,258,143,203,229,347,278
CIN,Opp_Penalties-Yards,7-91,7-51,3-17,10-95,9-85,9-69,8-49,11-75,1-5,5-31,7-61,7-60,6-38,8-90,6-57,9-70
CIN,Opp_Rush-Yds-TDs,22-75-0,22-66-1,41-230-2,24-92-1,22-128-0,21-112-2,29-198-1,27-126-1,47-244-3,53-267-2,35-84-1,34-218-2,25-85-1,16-68-0,28-146-0,20-65-0
CIN,Opp_Sacked-Yards,2-14,4-17,1-3,3-16,3-16,0-0,2-5,6-20,0-0,3-14,0-0,2-8,2-17,5-34,0-0,1-9
CIN,Opp_Third Down Conv.,11-17,7-16,6-13,11-15,4-13,8-14,9-12,10-18,7-12,8-16,5-10,5-13,5-13,3-14,5-12,5-15
CIN,Opp_Time of Possession,32:48,28:10,33:55,29:22,29:25,34:56,33:43,35:59,39:46,38:09,32:04,28:40,27:22,26:41,35:31,34:22
CIN,Opp_Total Yards,380,425,377,495,297,481,551,576,509,403,342,361,288,297,493,343
CIN,Opp_Turnovers,2,3,0,0,3,0,1,4,0,1,0,1,0,2,0,1
CIN,Penalties-Yards,8-94,9-92,4-36,6-55,6-47,6-30,8-58,4-46,4-26,7-58,13-96,12-100,6-34,9-85,3-15,9-85
CIN,Rush-Yds-TDs,20-101-1,28-108-0,13-66-1,23-99-2,26-103-0,13-62-1,19-65-0,27-138-2,16-110-1,16-48-1,20-129-1,23-111-0,32-144-1,41-171-2,24-102-0,18-125-0
CIN,Sacked-Yards,2-14,0-0,2-22,3-29,2-19,3-16,2-13,2-16,4-24,1-4,1-12,4-34,3-19,1-7,3-26,4-24
CIN,Third Down Conv.,4-8,5-13,4-10,7-12,2-11,6-12,4-11,5-13,0-6,6-14,4-12,5-13,5-13,8-19,1-8,3-12
CIN,Time of Possession,27:12,31:50,26:05,30:38,30:35,25:04,26:17,24:01,20:14,21:51,27:56,31:20,32:38,33:19,24:29,25:38
CIN,Total Yards,330,373,396,407,332,275,239,402,284,255,372,313,295,294,209,196
CIN,Turnovers,2,0,4,1,1,0,1,0,2,0,2,3,0,1,0,0
