,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
0,Attendance,"62,435","76,885","67,327","62,131","60,463","62,306","61,632","69,796","61,758","70,758","61,581","65,412","61,276","78,266","62,213","66,913"
0,Duration,3:07,3:06,3:05,2:59,3:08,3:28,2:56,3:02,3:07,2:52,3:02,3:23,3:14,3:17,2:47,2:56
0,Over/Under,47.0 (under),41.0 (under),41.0 (over),38.0 (under),39.5 (over),37.0 (over),41.0 (under),41.0 (under),38.0 (under),40.0 (under),41.0 (under),37.5 (over),43.0 (over),40.0 (under),45.5 (under),36.5 (over)
0,Roof,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,dome,outdoors,outdoors,outdoors,dome
0,Surface,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,fieldturf,grass,grass,grass,sportturf
0,Vegas Line,Chicago Bears -3.5,Chicago Bears -3.0,Chicago Bears -5.0,Minnesota Vikings -1.0,Chicago Bears -6.5,Chicago Bears -4.0,Chicago Bears -3.5,Philadelphia Eagles -5.0,Chicago Bears -6.0,Los Angeles Rams -5.0,Chicago Bears -6.0,Chicago Bears -5.5,Dallas Cowboys -3.0,Green Bay Packers -4.0,Kansas City Chiefs -6.5,Chicago Bears -5.0
0,Weather,"65 degrees, relative humidity 69%, wind 10 mph","87 degrees, relative humidity 14%, wind 3 mph","87 degrees, relative humidity 39%, wind 5 mph","67 degrees, relative humidity 89%, wind 8 mph","59 degrees, relative humidity 60%, wind 15 mph","54 degrees, relative humidity 84%, wind 6 mph","52 degrees, relative humidity 59%, wind 9 mph","52 degrees, relative humidity 37%, wind 13 mph","40 degrees, relative humidity 80%, wind 12 mph","79 degrees, relative humidity 20%, no wind","48 degrees, relative humidity 59%, wind 12 mph",,"44 degrees, relative humidity 66%, wind 9 mph","11 degrees, relative humidity 70%, wind 7 mph","45 degrees, relative humidity 66%, wind 10 mph",
0,Won Toss,Bears (deferred),Bears (deferred),Redskins (deferred),Vikings (deferred),Bears (deferred),Saints (deferred),Bears (deferred),Eagles (deferred),Bears (deferred),Rams (deferred),Bears (deferred),Lions (deferred),Cowboys,Packers (deferred),Chiefs (deferred),Bears (deferred)
