,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
CHI,CHI Score,23,24,16,48,31,38,24,9,22,25,16,27,6,24,9,24,16
CHI,Cmp-Att-Yd-TD-INT,23-35-171-0-0,25-34-200-2-2,24-35-220-0-1,19-26-354-6-0,28-44-380-3-2,25-36-277-3-1,16-29-220-2-0,31-49-188-0-3,25-42-274-2-2,20-31-165-1-2,28-38-236-0-2,27-40-286-2-2,21-45-187-0-4,20-28-235-2-0,22-38-241-0-1,18-26-163-0-0,25-40-266-2-2
CHI,First Downs,18,20,21,28,23,21,22,22,24,24,17,23,14,19,15,17,21
CHI,Fourth Down Conv.,0-2,1-1,1-1,0-0,0-0,1-1,1-1,1-3,4-5,0-0,1-2,4-5,1-3,0-1,0-1,0-1,1-1
CHI,Fumbles-Lost,2-1,0-0,1-1,0-0,1-1,3-2,1-0,1-1,3-1,1-1,0-0,6-1,1-0,3-1,1-0,2-0,0-0
CHI,HomeTeam,False,True,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False
CHI,Net Pass Yards,155,185,194,344,380,273,216,166,229,160,222,258,162,232,232,163,258
CHI,Opp Score,24,17,14,10,28,31,10,41,34,20,23,30,15,17,14,10,15
CHI,Opp_Cmp-Att-Yd-TD-INT,24-37-341-3-1,22-36-226-2-1,17-26-193-2-3,25-38-271-1-3,22-31-316-3-1,26-50-333-2-2,14-29-153-1-0,12-20-135-1-1,23-30-355-3-0,30-46-262-2-2,28-38-238-2-0,20-36-219-2-1,16-30-110-1-3,25-42-274-0-1,25-29-246-1-0,20-33-132-1-0,26-43-303-1-0
CHI,Opp_First Downs,16,17,13,16,23,29,12,11,20,19,19,18,17,19,20,12,17
CHI,Opp_Fourth Down Conv.,0-1,0-0,0-1,2-2,0-1,1-1,1-1,0-0,0-0,1-1,0-0,2-2,0-0,1-1,1-1,1-4,0-0
CHI,Opp_Fumbles-Lost,2-1,3-1,2-1,1-0,2-2,0-0,1-0,2-0,0-0,1-1,1-1,0-0,0-0,1-0,2-2,0-0,0-0
CHI,Opp_Net Pass Yards,301,202,168,251,303,319,150,126,348,246,226,197,100,235,235,101,291
CHI,Opp_Penalties-Yards,8-72,5-37,6-43,11-99,6-58,5-40,8-45,14-129,6-46,4-50,3-20,12-107,6-45,7-48,4-30,3-30,3-52
CHI,Opp_Rush-Yds-TDs,18-69-0,22-74-0,18-53-0,18-60-0,31-164-1,25-134-2,24-57-0,25-64-2,22-54-2,14-22-0,15-38-0,29-141-0,35-194-0,19-88-1,28-90-1,15-63-0,18-65-0
CHI,Opp_Sacked-Yards,4-40,6-24,4-25,4-20,2-13,2-14,1-3,1-9,1-7,2-16,4-12,3-22,1-10,5-39,3-11,4-31,2-12
CHI,Opp_Third Down Conv.,5-13,5-13,3-10,3-12,8-12,8-16,3-14,3-11,4-10,5-12,3-10,6-17,7-16,5-14,5-11,1-11,5-16
CHI,Opp_Time of Possession,26:38,25:36,23:39,31:54,33:25,30:09,27:16,25:57,28:00,25:31,27:14,33:13,36:49,29:37,35:30,22:52,29:12
CHI,Opp_Total Yards,370,276,221,311,467,453,207,190,402,268,264,338,294,323,325,164,356
CHI,Opp_Turnovers,2,2,4,3,3,2,0,1,0,3,1,1,3,1,2,0,0
CHI,Penalties-Yards,5-35,7-55,7-45,4-38,7-67,7-64,2-25,10-163,6-41,5-46,5-54,8-58,9-57,4-24,6-45,11-102,3-25
CHI,Rush-Yds-TDs,27-139-1,27-86-0,31-122-1,31-139-0,31-161-0,27-108-0,34-179-1,28-98-1,24-76-1,39-148-0,24-111-2,32-118-1,13-52-0,29-100-1,15-47-0,37-169-3,23-42-0
CHI,Sacked-Yards,4-16,2-15,3-26,1-10,0-0,1-4,2-4,4-22,6-45,1-5,2-14,5-28,3-25,1-3,1-9,0-0,1-8
CHI,Third Down Conv.,7-17,5-12,5-14,4-8,8-17,6-13,4-12,6-18,4-15,6-12,5-14,2-15,3-12,3-10,7-14,8-14,6-13
CHI,Time of Possession,33:22,34:24,36:21,28:06,36:35,29:51,32:44,34:03,32:00,34:29,32:46,33:58,23:11,30:23,24:30,37:08,30:48
CHI,Total Yards,294,271,316,483,541,381,395,264,305,308,333,376,214,332,279,332,300
CHI,Turnovers,1,2,2,0,3,3,0,4,3,3,2,3,4,1,1,0,2
