,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
0,Attendance,"59,403","71,412","66,624","59,074","59,307","61,182","64,704","64,609","58,912","59,419","57,659","64,275","71,662","67,017","56,539","56,346","77,862"
0,Duration,3:00,3:24,3:16,2:55,3:08,2:56,3:11,2:58,2:57,2:55,3:36,3:22,2:52,3:16,2:58,2:41,3:03
0,Over/Under,44.5 (under),45.0 (under),43.5 (under),40.5 (over),40.5 (over),45.0 (over),45.0 (under),44.5 (under),38.5 (under),40.5 (under),39.5 (over),48.0 (under),43.5 (over),43.5 (under),47.5 (over),42.5 (under),41.5 (over)
0,Roof,outdoors,retractable roof (open),retractable roof (closed),outdoors,outdoors,outdoors,outdoors,retractable roof (open),outdoors,outdoors,outdoors,dome,outdoors,dome,outdoors,outdoors,outdoors
0,Surface,grass,astroturf,fieldturf,grass,grass,grass,grass,grass,grass,grass,grass,fieldturf,grass,sportturf,grass,grass,grass
0,Vegas Line,Chicago Bears -3.5,Houston Texans -6.0,Indianapolis Colts -1.0,Chicago Bears -3.0,Chicago Bears -4.0,Jacksonville Jaguars -1.0,Chicago Bears -1.0,Arizona Cardinals -1.5,Chicago Bears -6.0,Green Bay Packers -5.5,Minnesota Vikings -3.5,Detroit Lions -9.5,San Francisco 49ers -3.0,Minnesota Vikings -7.0,Detroit Lions -6.5,Seattle Seahawks -3.5,Green Bay Packers -10.0
0,Weather,"67 degrees, relative humidity 43%, wind 8 mph",,,"70 degrees, relative humidity 90%, wind 16 mph","74 degrees, relative humidity 27%, wind 7 mph","54 degrees, relative humidity 55%, wind 3 mph","58 degrees, relative humidity 33%, wind 2 mph",,"60 degrees, relative humidity 78%, wind 6 mph","54 degrees, relative humidity 80%, wind 5 mph","47 degrees, relative humidity 77%, wind 5 mph",,"65 degrees, relative humidity 51%, wind 4 mph",,"29 degrees, relative humidity 68%, wind 7 mph","47 degrees, relative humidity 88%, wind 5 mph","16 degrees, relative humidity 68%, wind 13 mph"
0,Won OT Toss,,,,,,,,,,,Bears,,,,,,
0,Won Toss,Bears (deferred),Bears (deferred),Colts (deferred),Rams (deferred),Bears (deferred),Jaguars (deferred),Commanders (deferred),Bears (deferred),Bears (deferred),Bears (deferred),Vikings (deferred),Lions,Bears (deferred),Vikings (deferred),Lions (deferred),Bears (deferred),Packers
