,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
CHI,CHI Score,14,20,6,24,20,14,3,22,27,13,16,22,30,9,25,29,17
CHI,Cmp-Att-Yd-TD-INT,29-40-216-0-1,15-24-116-1-1,6-20-68-0-0,11-17-209-0-1,13-21-119-1-0,16-27-174-1-1,22-32-184-0-3,19-27-175-1-1,17-29-291-1-1,15-34-280-2-0,24-39-317-1-1,26-41-229-2-4,18-33-224-2-2,26-39-285-1-0,24-35-250-1-0,18-36-173-1-2,33-48-325-1-2
CHI,First Downs,24,16,6,20,19,21,17,22,20,14,21,26,16,24,26,17,24
CHI,Fourth Down Conv.,0-4,0-1,0-1,1-1,0-0,1-2,0-1,1-1,0-0,2-3,0-0,4-4,0-1,2-5,1-3,2-3,1-6
CHI,Fumbles-Lost,1-1,1-0,1-0,1-0,1-0,1-0,4-2,3-0,1-1,1-1,1-0,2-0,2-1,4-3,1-0,0-0,0-0
CHI,HomeTeam,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
CHI,Net Pass Yards,188,83,1,185,109,137,168,148,278,261,310,217,210,255,229,162,266
CHI,Opp Score,34,17,26,14,9,24,38,33,29,16,14,33,45,17,24,3,31
CHI,Opp_Cmp-Att-Yd-TD-INT,20-26-321-3-0,19-30-207-2-3,19-31-246-1-0,24-38-299-2-0,22-35-206-0-1,17-23-195-2-0,22-39-226-4-0,17-28-322-0-0,21-30-205-2-0,26-36-219-0-1,21-25-171-2-0,11-15-123-2-0,29-37-341-4-0,12-24-87-2-1,16-27-181-2-0,4-11-24-0-2,14-22-250-3-0
CHI,Opp_First Downs,18,14,26,23,16,22,28,21,20,23,14,14,27,13,18,13,11
CHI,Opp_Fourth Down Conv.,1-1,0-1,1-3,1-3,1-3,1-1,1-2,1-1,2-2,1-1,0-0,1-2,1-1,0-1,0-1,0-1,0-0
CHI,Opp_Fumbles-Lost,0-0,1-1,0-0,3-2,0-0,0-0,2-1,0-0,1-1,1-0,3-1,2-0,1-0,1-0,0-0,4-2,1-0
CHI,Opp_Net Pass Yards,312,179,203,261,188,169,226,322,175,176,163,120,320,61,161,-6,227
CHI,Opp_Penalties-Yards,4-36,4-57,7-98,4-26,10-82,3-51,1-10,7-55,5-30,6-36,10-67,8-63,3-30,7-54,7-88,3-26,4-47
CHI,Opp_Rush-Yds-TDs,23-74-1,20-69-0,42-215-1,25-90-0,22-71-1,31-154-1,31-182-1,26-145-3,32-105-1,34-123-1,19-76-0,35-137-2,24-119-1,33-132-0,24-170-1,40-161-0,22-104-0
CHI,Opp_Sacked-Yards,1-9,5-28,5-43,4-38,3-18,3-26,0-0,0-0,4-30,6-43,1-8,1-3,3-21,4-26,2-20,4-30,3-23
CHI,Opp_Third Down Conv.,6-11,6-13,8-17,4-11,5-14,2-8,4-12,4-10,6-17,7-16,4-10,5-11,4-10,5-17,3-10,1-11,7-13
CHI,Opp_Time of Possession,24:46,28:39,39:34,31:17,27:58,32:17,31:05,23:11,33:58,38:50,27:04,25:15,35:00,30:45,21:42,29:52,23:13
CHI,Opp_Total Yards,386,248,418,351,259,323,408,467,280,299,239,257,439,193,331,155,331
CHI,Opp_Turnovers,0,4,0,2,1,0,1,0,1,1,1,0,0,1,0,4,0
CHI,Penalties-Yards,3-35,8-70,5-49,7-61,8-70,7-54,4-32,4-30,12-115,6-58,5-50,6-45,7-41,9-91,8-73,5-35,2-10
CHI,Rush-Yds-TDs,26-134-2,34-123-0,13-46-0,39-188-3,37-143-1,26-140-1,29-143-0,36-176-1,26-136-1,20-92-0,29-68-0,27-112-1,23-137-0,28-115-0,30-88-2,27-87-2,25-90-0
CHI,Sacked-Yards,3-28,3-33,9-67,1-24,2-10,4-37,4-16,4-27,3-13,3-19,1-7,3-12,2-14,3-30,4-21,2-11,7-59
CHI,Third Down Conv.,5-11,6-15,1-11,1-8,6-13,4-11,2-11,8-15,4-12,2-11,5-13,6-15,5-13,2-12,7-14,6-16,5-15
CHI,Time of Possession,35:14,31:21,20:26,28:43,32:02,27:43,28:55,36:49,26:02,21:10,32:56,34:45,25:00,29:15,38:25,30:08,36:47
CHI,Total Yards,322,206,47,373,252,277,311,324,414,353,378,329,347,370,317,249,356
CHI,Turnovers,2,1,0,1,0,1,5,1,2,1,1,4,3,3,0,2,2
