,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
CHI,CHI Score,19,10,23,12,22,7,33,29,32,30,24,10,19,20,13,10,13
CHI,Cmp-Att-Yd-TD-INT,8-17-121-2-1,7-11-70-0-1,8-17-106-0-2,11-22-174-0-0,15-21-208-1-0,14-27-190-1-1,13-21-179-1-1,18-24-156-2-0,17-28-123-3-0,12-20-167-2-1,14-21-153-1-1,14-25-179-1-1,20-25-254-0-2,14-22-152-2-0,18-28-144-1-1,7-21-75-1-1,13-27-147-1-2
CHI,First Downs,15,11,17,16,14,20,24,22,23,19,20,14,15,15,11,9,13
CHI,Fourth Down Conv.,0-0,0-1,0-0,0-0,1-1,1-4,0-1,2-3,1-2,0-1,0-0,2-3,0-0,0-1,1-4,0-1,0-3
CHI,Fumbles-Lost,0-0,1-0,2-0,6-3,3-1,2-1,5-0,1-1,0-0,1-0,2-0,2-0,1-1,4-1,2-1,1-1,0-0
CHI,HomeTeam,True,False,True,False,False,True,False,False,True,True,False,False,True,True,True,False,True
CHI,Net Pass Yards,105,48,82,155,193,154,147,131,116,150,128,165,254,91,129,30,141
CHI,Opp Score,10,27,20,20,29,12,14,49,35,31,27,31,28,25,35,41,29
CHI,Opp_Cmp-Att-Yd-TD-INT,13-28-164-0-1,19-25-234-2-0,20-32-245-1-2,9-16-82-0-1,33-42-319-1-1,12-22-99-0-0,17-28-198-1-3,21-27-250-2-1,21-30-302-3-0,19-26-236-1-0,13-20-131-1-0,22-29-315-3-0,18-31-182-1-0,22-37-315-0-2,15-26-172-2-2,21-29-255-3-0,28-33-341-1-1
CHI,Opp_First Downs,17,26,17,21,29,14,12,24,21,25,18,22,21,20,20,26,28
CHI,Opp_Fourth Down Conv.,0-2,0-0,1-1,0-0,0-0,0-0,0-1,0-0,0-2,1-1,1-1,0-1,1-2,1-2,1-1,0-1,0-0
CHI,Opp_Fumbles-Lost,2-1,3-1,3-0,2-1,1-0,1-0,1-1,0-0,1-0,1-0,2-2,2-0,0-0,1-1,3-1,0-0,2-1
CHI,Opp_Net Pass Yards,155,211,237,71,312,86,190,242,302,228,131,308,182,309,172,239,341
CHI,Opp_Penalties-Yards,12-99,3-25,3-25,7-55,7-70,7-36,4-30,6-41,3-38,2-15,2-13,1-5,2-20,2-25,9-72,6-42,8-36
CHI,Opp_Rush-Yds-TDs,37-176-1,38-203-1,24-92-1,44-262-2,31-117-3,28-128-1,19-70-1,29-200-4,23-77-1,31-95-2,33-149-1,32-158-1,32-175-2,33-112-3,31-254-3,39-265-2,38-141-2
CHI,Opp_Sacked-Yards,2-9,3-23,1-8,1-11,1-7,3-13,1-8,1-8,0-0,2-8,0-0,1-7,0-0,1-6,1-0,2-16,0-0
CHI,Opp_Third Down Conv.,8-17,5-9,3-12,6-14,12-15,2-11,5-10,9-11,5-10,5-11,2-9,7-12,6-13,9-16,6-11,4-12,6-11
CHI,Opp_Time of Possession,33:28,37:15,28:38,31:17,36:44,27:48,22:46,23:56,25:14,30:48,24:50,32:05,32:28,29:53,28:48,35:43,36:36
CHI,Opp_Total Yards,331,414,329,333,429,214,260,442,379,323,280,466,357,421,426,504,482
CHI,Opp_Turnovers,2,1,2,2,1,0,4,1,0,0,2,0,0,3,3,0,2
CHI,Penalties-Yards,3-24,7-50,6-32,5-65,6-40,4-42,4-35,6-45,4-92,9-86,7-56,1-10,5-63,6-30,2-15,3-49,2-20
CHI,Rush-Yds-TDs,37-99-1,27-180-1,40-281-2,32-149-0,24-78-1,37-237-0,45-243-2,43-240-2,40-252-1,35-258-2,41-160-2,29-127-0,25-155-2,30-157-1,29-80-0,22-200-0,22-118-1
CHI,Sacked-Yards,2-16,3-22,5-24,6-19,2-15,5-36,4-32,4-25,2-7,3-17,4-25,2-14,0-0,6-61,2-15,7-45,1-6
CHI,Third Down Conv.,5-14,1-7,6-14,5-15,4-10,5-13,11-18,6-15,10-16,6-11,9-16,4-13,6-11,5-13,2-12,3-13,2-9
CHI,Time of Possession,26:32,22:45,31:22,28:43,23:16,32:12,37:14,36:04,34:46,29:12,35:10,27:55,27:32,30:07,31:12,24:17,23:24
CHI,Total Yards,204,228,363,304,271,391,390,371,368,408,288,292,409,248,209,230,259
CHI,Turnovers,1,1,2,3,1,2,1,1,0,1,1,1,3,1,2,2,2
