,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
DEN,Cmp-Att-Yd-TD-INT,28-36-264-2-0,26-34-328-2-0,19-25-235-0-0,19-37-178-1-1,24-38-288-2-1,35-49-334-3-3,23-33-187-2-1,19-26-213-1-0,19-28-249-1-0,22-36-226-0-0,15-25-155-1-1,15-29-184-0-1,24-39-215-1-1,18-34-186-1-0,20-25-201-1-1,19-28-246-1-0,27-44-270-2-0
DEN,DEN Score,27,23,26,7,19,24,14,17,30,13,28,22,10,10,17,13,28
DEN,First Downs,24,22,23,15,17,25,15,17,23,17,23,15,17,19,22,18,28
DEN,Fourth Down Conv.,3-3,2-2,0-0,0-0,3-4,1-3,1-1,0-0,0-0,0-2,0-0,0-0,3-5,0-1,1-1,1-4,1-1
DEN,Fumbles-Lost,1-1,0-0,1-1,0-0,0-0,1-1,0-0,1-1,0-0,2-1,1-0,0-0,1-1,1-1,2-2,1-1,0-0
DEN,HomeTeam,False,False,True,True,False,True,False,True,False,True,True,True,False,True,True,False,False
DEN,Net Pass Yards,255,302,223,148,268,309,182,190,217,212,155,178,198,159,182,236,255
DEN,Opp Score,13,13,0,23,27,34,17,10,16,30,13,9,38,15,13,34,24
DEN,Opp_Cmp-Att-Yd-TD-INT,22-37-267-1-0,14-33-118-1-2,19-35-160-0-2,22-37-316-1-0,15-25-253-2-0,18-27-341-2-0,21-33-199-1-0,24-39-270-1-2,19-39-232-2-1,16-23-178-2-1,28-44-303-2-2,22-40-257-1-2,18-25-179-2-0,15-22-157-1-0,15-22-153-0-0,22-31-237-2-0,13-25-178-0-0
DEN,Opp_First Downs,19,12,11,20,19,16,23,21,14,22,20,22,25,12,8,21,18
DEN,Opp_Fourth Down Conv.,1-3,1-1,0-2,0-0,0-0,0-0,1-1,1-5,0-4,0-0,1-2,3-6,1-1,0-0,1-1,1-1,0-0
DEN,Opp_Fumbles-Lost,1-1,0-0,0-0,0-0,1-1,1-0,0-0,2-0,2-1,2-0,0-0,2-1,0-0,0-0,0-0,0-0,1-1
DEN,Opp_Net Pass Yards,254,114,119,304,244,340,194,230,212,170,285,250,174,136,140,237,173
DEN,Opp_Penalties-Yards,4-48,7-70,9-90,6-55,8-59,6-54,9-60,4-29,5-38,7-89,9-75,5-37,2-18,6-38,3-30,3-22,6-45
DEN,Opp_Rush-Yds-TDs,20-60-1,16-75-0,13-43-0,30-102-1,35-147-1,23-86-2,33-182-1,24-112-0,16-78-0,39-216-0,17-72-0,31-154-0,39-184-3,26-113-0,16-18-1,35-104-1,28-191-3
DEN,Opp_Sacked-Yards,2-13,1-4,5-41,3-12,1-9,2-1,1-5,5-40,2-20,2-8,3-18,1-7,1-5,3-21,2-13,0-0,1-5
DEN,Opp_Third Down Conv.,6-12,4-11,4-13,7-17,7-12,4-11,9-15,5-14,5-13,6-13,7-14,4-14,8-12,4-13,1-10,9-15,7-12
DEN,Opp_Time of Possession,24:52,21:08,24:13,33:07,33:02,25:27,36:51,31:50,18:48,34:58,30:23,33:30,32:07,27:19,23:23,30:16,26:56
DEN,Opp_Total Yards,314,189,162,406,391,426,376,342,290,386,357,404,358,249,158,341,364
DEN,Opp_Turnovers,1,2,2,0,1,0,0,2,2,1,2,3,0,0,0,0,1
DEN,Penalties-Yards,5-51,10-101,6-50,4-25,7-67,6-53,2-15,4-35,5-37,4-29,5-35,7-60,6-53,6-60,3-37,3-23,5-45
DEN,Rush-Yds-TDs,28-165-1,30-96-0,37-120-2,17-106-0,18-106-0,23-112-0,14-41-0,21-83-1,41-190-2,18-96-1,33-147-2,24-89-1,21-118-0,34-133-0,40-160-1,27-83-0,29-135-0
DEN,Sacked-Yards,2-9,3-26,2-12,5-30,2-20,5-25,2-5,4-23,4-32,1-14,1-0,1-6,2-17,3-27,2-19,1-10,1-15
DEN,Third Down Conv.,7-15,2-11,4-11,3-14,2-12,5-14,5-11,7-13,8-15,1-11,8-11,5-12,5-14,7-16,6-12,3-11,8-14
DEN,Time of Possession,35:08,38:52,35:47,26:53,26:58,34:33,23:09,28:10,41:12,25:02,29:37,26:30,27:53,32:41,36:37,29:44,33:04
DEN,Total Yards,420,398,343,254,374,421,223,273,407,308,302,267,316,292,342,319,390
DEN,Turnovers,1,0,1,1,1,4,1,1,0,1,1,1,2,1,3,1,0
