,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
DEN,Cmp-Att-Yd-TD-INT,22-33-216-1-0,19-39-276-2-1,25-39-229-1-2,19-31-242-2-3,19-27-195-0-2,17-25-213-1-0,26-41-248-3-1,25-35-284-3-1,23-47-257-1-4,23-38-200-1-1,1-9-13-0-2,25-40-318-1-0,21-27-280-4-0,28-40-359-2-0,21-33-253-1-0,24-38-371-2-2
DEN,DEN Score,14,21,10,37,12,43,31,34,12,13,3,22,32,48,19,32
DEN,First Downs,19,23,13,21,14,17,17,23,20,17,6,25,23,29,16,22
DEN,Fourth Down Conv.,0-1,0-2,0-1,0-0,1-2,0-0,0-0,0-0,1-1,0-0,0-0,0-0,0-0,0-1,1-1,2-2
DEN,Fumbles-Lost,4-1,2-1,1-0,0-0,4-1,2-1,0-0,0-0,2-1,0-0,1-1,0-0,2-1,2-1,1-0,2-2
DEN,HomeTeam,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False
DEN,Net Pass Yards,216,215,184,242,171,185,243,271,247,167,12,313,269,352,227,359
DEN,Opp Score,16,26,28,28,18,16,30,27,37,20,31,16,27,19,16,31
DEN,Opp_Cmp-Att-Yd-TD-INT,29-43-249-2-0,29-41-311-2-1,25-38-297-3-0,25-44-246-0-0,10-24-189-0-2,24-40-254-0-2,29-44-278-3-2,25-48-313-2-1,16-25-154-0-0,18-30-270-0-1,9-16-78-0-1,15-28-151-2-2,30-40-283-0-0,20-32-132-1-0,24-47-264-0-2,25-41-339-2-0
DEN,Opp_First Downs,26,19,17,18,15,24,28,23,21,19,19,19,22,19,23,24
DEN,Opp_Fourth Down Conv.,1-1,1-2,1-1,0-2,0-0,0-2,0-1,0-2,0-0,1-2,0-0,0-1,0-1,0-0,2-2,0-1
DEN,Opp_Fumbles-Lost,0-0,2-1,1-0,0-0,1-0,4-2,0-0,2-0,0-0,1-1,2-0,0-0,0-0,2-1,0-0,1-0
DEN,Opp_Net Pass Yards,247,301,285,192,164,234,275,302,154,270,63,151,245,115,263,324
DEN,Opp_Penalties-Yards,5-37,10-89,9-71,11-118,2-20,5-34,6-67,5-65,8-82,8-70,5-35,4-31,7-48,7-33,6-44,4-28
DEN,Opp_Rush-Yds-TDs,34-130-0,22-109-1,25-68-0,24-129-1,37-135-0,33-177-2,38-210-0,22-103-1,41-203-4,33-189-2,44-229-4,33-179-0,21-125-3,28-140-2,28-133-1,32-122-1
DEN,Opp_Sacked-Yards,1-2,1-10,2-12,6-54,2-25,3-20,2-3,1-11,0-0,0-0,3-15,0-0,4-38,3-17,2-1,2-15
DEN,Opp_Third Down Conv.,7-16,2-12,8-16,8-19,4-14,5-14,7-16,7-16,6-13,4-12,7-15,7-13,6-14,6-14,7-17,7-16
DEN,Opp_Time of Possession,32:40,29:29,33:02,28:21,32:31,33:24,35:53,26:33,36:38,30:19,35:46,30:31,30:28,26:10,33:09,33:20
DEN,Opp_Total Yards,377,410,353,321,299,411,485,405,357,459,292,330,370,255,396,446
DEN,Opp_Turnovers,0,2,0,0,2,4,2,1,0,2,1,2,0,1,2,0
DEN,Penalties-Yards,5-56,4-30,4-30,8-94,1-4,1-15,8-70,5-61,7-37,5-50,2-10,5-44,2-18,8-75,6-45,14-111
DEN,Rush-Yds-TDs,26-107-1,26-104-0,14-42-0,32-117-2,25-117-1,22-101-2,16-108-1,32-92-1,19-66-0,17-56-0,33-100-0,22-134-0,30-96-0,24-182-3,20-89-0,23-106-2
DEN,Sacked-Yards,0-0,7-61,6-45,0-0,4-24,4-28,2-5,2-13,2-10,6-33,1-1,1-5,1-11,1-7,2-26,3-12
DEN,Third Down Conv.,3-9,5-15,5-14,6-12,4-13,0-8,5-13,6-13,7-15,7-16,1-10,3-10,3-8,9-13,3-12,5-13
DEN,Time of Possession,27:20,30:31,26:58,31:39,27:29,26:36,24:07,33:27,23:22,29:41,24:14,29:29,29:32,33:50,26:51,26:40
DEN,Total Yards,323,319,226,359,288,286,351,363,313,223,112,447,365,534,316,465
DEN,Turnovers,1,2,2,3,3,1,1,1,5,1,3,0,1,1,0,4
