,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
0,Attendance,,,"5,226",,,"5,314","5,231","7,665",,"5,351",,"12,578","5,768",,,
0,Duration,3:06,3:18,2:59,3:29,2:55,2:58,3:27,3:14,3:19,3:04,2:40,3:00,3:03,3:20,3:00,3:29
0,Over/Under,41.5 (under),41.0 (over),42.5 (under),41.0 (over),43.5 (under),46.0 (over),44.5 (over),50.5 (over),50.0 (under),46.0 (under),36.5 (under),51.5 (under),46.5 (over),49.0 (over),47.5 (under),50.5 (over)
0,Roof,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,retractable roof (closed),dome,outdoors,outdoors,outdoors,outdoors,outdoors,dome,outdoors
0,Surface,grass,grass,grass,fieldturf,fieldturf,grass,grass,fieldturf,grass,grass,grass,grass,grass,grass,matrixturf,grass
0,Vegas Line,Tennessee Titans -3.5,Pittsburgh Steelers -6.0,Tampa Bay Buccaneers -6.0,New York Jets -1.0,New England Patriots -7.0,Kansas City Chiefs -7.0,Los Angeles Chargers -3.0,Atlanta Falcons -4.5,Las Vegas Raiders -3.5,Miami Dolphins -4.0,New Orleans Saints -17.0,Kansas City Chiefs -13.0,Carolina Panthers -4.0,Buffalo Bills -5.5,Los Angeles Chargers -2.5,Las Vegas Raiders -2.5
0,Weather,"79 degrees, relative humidity 14%, wind 10 mph","64 degrees, relative humidity 39%, wind 5 mph","55 degrees, relative humidity 39%, wind 7 mph","64 degrees, relative humidity 55%, wind 6 mph","58 degrees, relative humidity 45%, wind 7 mph","14 degrees, relative humidity 78%, wind 11 mph","64 degrees, relative humidity 23%, wind 10 mph",,,"45 degrees, relative humidity 19%, wind 7 mph","38 degrees, relative humidity 33%, wind 6 mph","41 degrees, relative humidity 70%, wind 9 mph","70 degrees, relative humidity 67%, wind 7 mph","47 degrees, relative humidity 22%, wind 24 mph",,"53 degrees, relative humidity 19%, wind 10 mph, wind chill 0"
0,Won Toss,Broncos (deferred),Steelers (deferred),Buccaneers (deferred),Broncos (deferred),Patriots (deferred),Broncos,Chargers (deferred),Broncos (deferred),Raiders (deferred),Broncos (deferred),Saints (deferred),Chiefs (deferred),Panthers (deferred),Bills (deferred),Broncos (deferred),Broncos (deferred)
