,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
was,Cmp-Att-Yd-TD-INT,30-44-380-3-0,26-30-269-3-1,25-31-231-3-1,15-28-144-0-4,28-43-348-3-1,13-25-166-2-0,12-21-151-0-1,15-21-163-0-1,15-22-144-0-0,19-31-293-4-1,20-33-207-1-3,13-25-147-0-0,16-27-170-1-1,30-43-266-3-0,28-42-352-5-0,18-37-206-1-1
was,First Downs,15,25,21,8,23,13,17,14,12,23,21,20,18,27,28,13
was,Fourth Down Conv.,2-2,0-0,0-0,0-0,0-1,0-0,1-2,0-0,0-1,1-1,0-0,0-0,0-0,0-0,0-0,0-3
was,Fumbles-Lost,0-0,0-0,0-0,0-0,0-0,1-0,1-0,2-1,1-0,2-1,2-1,2-0,2-0,4-1,1-0,1-1
was,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
was,Net Pass Yards,370,261,208,121,312,166,146,131,116,285,189,114,141,258,346,183
was,Opp Score,32,21,15,24,7,16,0,19,24,17,19,21,20,27,35,47
was,Opp_Cmp-Att-Yd-TD-INT,28-39-313-3-0,26-37-221-2-0,30-43-332-2-3,23-31-225-1-2,18-27-122-0-1,27-43-217-1-2,9-12-77-0-0,23-26-285-0-0,14-20-160-1-0,19-35-214-2-1,13-30-156-0-1,27-46-278-2-1,18-28-195-1-0,19-28-261-2-0,29-38-302-3-0,23-33-303-4-0
was,Opp_First Downs,22,19,25,24,11,21,10,22,18,13,13,22,18,19,25,22
was,Opp_Fourth Down Conv.,1-2,2-3,2-3,1-1,0-0,2-2,0-1,1-3,1-2,0-1,0-0,1-2,2-2,0-0,0-0,1-1
was,Opp_Fumbles-Lost,0-0,0-0,3-2,4-2,3-1,2-0,1-1,1-1,2-0,3-0,1-1,2-1,1-1,1-1,0-0,1-1
was,Opp_Net Pass Yards,313,208,287,225,78,187,50,273,146,171,144,213,167,251,281,294
was,Opp_Penalties-Yards,6-55,6-44,9-61,5-45,6-72,5-45,7-47,7-74,2-20,11-66,8-63,5-43,5-34,5-60,6-51,10-81
was,Opp_Rush-Yds-TDs,31-123-1,17-47-1,21-69-0,37-164-1,20-145-1,21-84-1,26-104-0,38-161-1,39-122-2,20-54-0,24-86-0,20-65-1,28-174-1,22-101-1,26-80-2,36-223-1
was,Opp_Sacked-Yards,1-0,1-13,4-45,0-0,6-44,5-30,3-27,3-12,2-14,6-43,3-12,7-65,4-28,1-10,3-21,3-9
was,Opp_Third Down Conv.,11-17,2-9,3-9,8-13,1-11,3-14,3-9,8-15,6-12,6-16,4-14,5-16,5-13,4-10,8-14,8-15
was,Opp_Time of Possession,34:27,26:38,28:24,36:09,28:07,32:39,26:36,36:36,31:47,27:41,26:30,29:23,30:24,23:03,33:48,34:15
was,Opp_Total Yards,436,255,356,389,223,271,154,434,268,225,230,278,341,352,361,517
was,Opp_Turnovers,0,0,5,4,2,2,1,1,0,1,2,2,1,1,0,1
was,Penalties-Yards,12-96,8-67,9-59,12-58,7-55,6-56,2-20,4-46,3-15,6-55,6-65,6-65,3-25,7-54,4-33,2-10
was,Rush-Yds-TDs,13-28-0,34-213-1,24-90-0,17-55-0,27-130-1,33-145-0,39-137-0,16-85-0,23-127-0,33-115-1,32-175-0,30-248-3,28-121-1,28-157-1,26-206-1,20-88-0
was,Sacked-Yards,1-10,1-8,3-23,3-23,4-36,0-0,2-5,4-32,4-28,2-8,6-18,5-33,4-29,2-8,1-6,2-23
was,Third Down Conv.,5-13,7-11,8-13,2-11,5-15,2-11,7-16,2-7,2-11,5-12,6-15,3-11,4-11,11-16,8-14,1-12
was,Time of Possession,25:33,33:22,31:36,23:51,31:53,27:21,33:24,23:24,28:13,32:19,33:30,30:37,29:36,36:57,31:57,25:45
was,Total Yards,398,474,298,176,442,311,283,216,243,400,364,362,262,415,552,271
was,Turnovers,0,1,1,4,1,0,1,2,0,2,4,0,1,1,0,2
was,was Score,27,31,31,3,33,17,9,9,9,34,16,29,15,37,41,16
