,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
0,Attendance,"64,693","76,108","64,291","69,879","63,727","69,921","81,671","64,653","64,628","68,721","62,714","93,711","63,459","72,035","67,470","64,424","63,645"
0,Duration,3:08,3:19,2:54,3:33,3:04,2:52,3:10,3:14,3:04,3:11,3:08,3:07,2:50,3:08,3:30,2:44,2:44
0,Over/Under,38.5 (under),38.5 (over),43.5 (under),43.0 (over),44.5 (over),41.5 (under),36.5 (under),42.5 (over),40.5 (under),44.5 (over),38.0 (over),48.5 (over),49.5 (over),50.5 (under),37.5 (over),49.5 (under),46.5 (over)
0,Roof,outdoors,outdoors,outdoors,outdoors,outdoors,retractable roof (closed),outdoors,outdoors,outdoors,outdoors,outdoors,retractable roof (closed),outdoors,dome,outdoors,outdoors,outdoors
0,Surface,grass,grass,grass,grass,grass,fieldturf,fieldturf,grass,fieldturf,fieldturf,grass,matrixturf,grass,matrixturf,fieldturf,grass,grass
0,Vegas Line,Washington Commanders -6.5,Denver Broncos -4.0,Buffalo Bills -4.5,Philadelphia Eagles -9.5,Washington Commanders -6.0,Atlanta Falcons -1.5,Washington Commanders -3.0,Philadelphia Eagles -6.5,New England Patriots -2.5,Seattle Seahawks -5.5,Washington Commanders -9.0,Dallas Cowboys -13.5,Miami Dolphins -9.0,Los Angeles Rams -6.5,New York Jets -3.0,San Francisco 49ers -14.0,Dallas Cowboys -13.0
0,Weather,"76 degrees, relative humidity 84%, wind 2 mph","81 degrees, relative humidity 24%, wind 5 mph","65 degrees, relative humidity 96%, wind 1 mph",,"70 degrees, relative humidity 83%, wind 1 mph",,"54 degrees, relative humidity 51%, wind 14 mph","69 degrees, relative humidity 77%, wind 4 mph","62 degrees, relative humidity 51%, wind 6 mph","52 degrees, relative humidity 76%, wind 4 mph","56 degrees, relative humidity 32%, wind 7 mph",,"53 degrees, relative humidity 99%, wind 2 mph",,"45 degrees, relative humidity 80%, wind 2 mph","48 degrees, relative humidity 43%, wind 7 mph","48 degrees, relative humidity 52%, wind 13 mph"
0,Won OT Toss,,,,Commanders,,,,,,,,,,,,,
0,Won Toss,Cardinals (deferred),Broncos (deferred),Commanders (deferred),Eagles (deferred),Bears,Falcons (deferred),Commanders (deferred),Eagles (deferred),Patriots (deferred),Seahawks (deferred),Commanders (deferred),Cowboys (deferred),Dolphins (deferred),Rams (deferred),Jets (deferred),Commanders (deferred),Cowboys (deferred)
