,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
was,Cmp-Att-Yd-TD-INT,21-30-132-0-0,27-39-299-2-0,20-32-218-1-1,29-41-290-1-0,15-29-282-4-0,14-23-151-3-0,22-42-249-0-1,29-38-319-4-0,29-45-325-1-1,29-44-312-3-0,18-26-246-3-0,28-44-300-0-1,19-25-283-2-0,19-36-226-3-1,16-35-156-1-2,22-28-230-2-0,34-40-309-4-1
was,First Downs,13,26,20,26,18,13,14,21,23,16,13,23,20,14,18,28,31
was,Fourth Down Conv.,0-1,1-1,0-1,2-2,1-1,1-1,2-3,1-1,0-0,1-1,0-1,0-3,2-2,3-5,1-1,0-1,1-1
was,Fumbles-Lost,3-2,2-0,0-0,2-0,1-0,0-0,1-0,2-2,1-1,1-1,0-0,0-0,0-0,1-0,1-1,1-0,0-0
was,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
was,Net Pass Yards,114,266,218,258,273,121,197,315,308,288,201,268,283,218,143,224,309
was,Opp Score,20,33,3,34,20,16,14,31,17,29,19,45,15,28,30,10,10
was,Opp_Cmp-Att-Yd-TD-INT,19-31-202-1-1,18-32-308-3-1,19-29-170-0-4,25-37-319-2-0,37-51-388-2-1,28-47-307-2-3,18-29-279-2-0,39-52-397-4-1,24-44-220-1-1,31-47-369-2-0,31-45-256-1-3,22-32-331-4-0,12-23-127-0-1,25-33-258-2-0,27-49-217-1-1,17-28-169-1-2,20-28-157-1-2
was,Opp_First Downs,21,21,15,23,23,25,16,26,18,27,28,21,11,23,26,12,12
was,Opp_Fourth Down Conv.,0-0,2-2,0-1,2-2,0-1,1-3,0-0,0-3,1-2,1-1,1-1,0-0,1-1,0-0,1-2,0-1,3-4
was,Opp_Fumbles-Lost,2-2,1-1,1-1,1-0,1-1,0-0,3-2,1-0,0-0,0-0,4-3,1-0,1-0,2-2,1-1,0-0,1-1
was,Opp_Net Pass Yards,156,277,125,311,359,296,250,388,220,369,230,331,107,249,217,163,130
was,Opp_Penalties-Yards,8-70,9-58,2-15,11-81,1-5,4-31,4-40,7-79,4-30,8-50,1-5,7-48,3-31,5-36,14-150,5-40,4-39
was,Opp_Rush-Yds-TDs,28-92-1,23-122-1,13-105-0,27-104-1,10-29-0,29-106-0,32-106-0,16-84-0,19-107-1,26-120-0,28-174-1,18-100-1,28-138-2,37-196-1,36-164-2,14-62-0,17-50-0
was,Opp_Sacked-Yards,6-46,7-31,9-45,3-8,5-29,3-11,4-29,1-9,0-0,1-0,4-26,0-0,3-20,3-9,0-0,1-6,4-27
was,Opp_Third Down Conv.,4-12,4-12,1-9,4-12,6-12,5-15,5-16,7-12,3-12,4-14,5-13,6-10,6-14,9-16,4-16,3-9,2-10
was,Opp_Time of Possession,31:24,26:15,25:21,30:55,29:56,36:23,28:46,31:29,22:50,30:27,34:51,23:06,27:44,35:53,36:16,21:47,26:05
was,Opp_Total Yards,248,399,230,415,388,402,356,472,327,489,404,431,245,445,381,225,180
was,Opp_Turnovers,3,2,5,0,2,3,2,1,1,0,6,0,1,2,2,2,3
was,Penalties-Yards,9-122,8-71,6-45,7-41,3-35,6-40,10-75,3-14,4-30,6-39,5-33,4-25,2-15,3-28,8-68,3-20,2-20
was,Rush-Yds-TDs,25-96-0,23-122-2,33-168-2,28-107-2,32-178-0,22-72-0,19-76-1,22-59-1,29-124-1,14-68-0,19-91-0,27-108-1,34-123-3,21-79-0,22-102-3,39-184-1,29-131-1
was,Sacked-Yards,3-18,4-33,0-0,5-32,3-9,5-30,6-52,2-4,3-17,3-24,9-45,4-32,0-0,1-8,1-13,1-6,0-0
was,Third Down Conv.,4-14,3-10,9-15,8-17,7-15,2-10,1-15,8-13,9-17,7-15,5-14,7-15,7-13,3-14,3-12,4-9,6-10
was,Time of Possession,28:36,33:45,34:39,35:07,30:04,23:37,31:14,28:31,37:10,29:33,25:09,36:54,32:16,24:07,23:44,38:13,33:55
was,Total Yards,210,388,386,365,451,193,273,374,432,356,292,376,406,297,245,408,440
was,Turnovers,2,0,1,0,0,0,1,2,2,1,0,1,0,1,3,0,1
was,was Score,16,35,37,31,40,24,7,38,20,26,31,10,45,20,28,27,38
