,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17,Game18
0,Attendance,"65,306","71,412","66,843","71,115","71,427","64,628","78,197","71,380","79,818","71,512","92,969","71,055","62,588","71,221","73,600","71,544","61,815","71,408","73,458"
0,Duration,3:02,3:24,3:05,3:12,3:09,3:06,2:58,3:20,3:17,3:12,3:18,3:11,3:18,3:01,3:04,2:58,2:55,3:21,2:54
0,Over/Under,48.5 (over),45.0 (under),46.5 (under),44.5 (under),47.5 (under),37.5 (over),48.0 (under),45.5 (under),42.0 (under),49.0 (push),41.0 (over),40.5 (over),44.0 (under),45.5 (under),42.0 (over),47.0 (under),36.5 (over),41.5 (over),41.5 (under)
0,Roof,retractable roof (open),retractable roof (open),dome,retractable roof (closed),retractable roof (closed),outdoors,outdoors,retractable roof (closed),outdoors,retractable roof (open),retractable roof (closed),retractable roof (closed),outdoors,retractable roof (closed),outdoors,retractable roof (closed),outdoors,retractable roof (closed),outdoors
0,Surface,fieldturf,astroturf,sportturf,astroturf,astroturf,fieldturf,grass,astroturf,fieldturf,astroturf,matrixturf,astroturf,grass,astroturf,grass,astroturf,grass,astroturf,grass
0,Vegas Line,Houston Texans -2.5,Houston Texans -6.0,Houston Texans -1.0,Houston Texans -5.5,Houston Texans -1.0,Houston Texans -7.0,Green Bay Packers -3.0,Houston Texans -5.0,New York Jets -2.0,Detroit Lions -3.5,Houston Texans -7.0,Houston Texans -9.0,Houston Texans -3.5,Houston Texans -2.5,Kansas City Chiefs -3.5,Baltimore Ravens -6.0,Tennessee Titans -1.5,Los Angeles Chargers -3.0,Kansas City Chiefs -9.0
0,Weather,,,,,,"53 degrees, relative humidity 53%, wind 5 mph","72 degrees, relative humidity 28%, wind 3 mph",,"71 degrees, relative humidity 65%, wind 8 mph",,,,,,"30 degrees, relative humidity 60%, wind 5 mph",,"35 degrees, relative humidity 97%, wind 10 mph",,"23 degrees, relative humidity 43%, wind 17 mph"
0,Won Toss,Colts,Bears (deferred),Vikings (deferred),Texans (deferred),Texans (deferred),Patriots (deferred),Packers,Texans,Jets (deferred),Texans (deferred),Cowboys (deferred),Titans (deferred),Texans (deferred),Texans (deferred),Chiefs (deferred),Texans (deferred),Texans,Texans (deferred),Texans (deferred)
