,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
htx,Cmp-Att-Yd-TD-INT,20-32-253-1-1,18-24-204-1-0,19-27-264-2-1,16-22-260-1-0,31-49-301-2-0,28-38-335-4-0,23-34-283-4-0,19-32-281-2-0,20-30-163-1-0,26-40-365-1-0,17-25-318-4-0,27-35-285-2-0,21-30-219-1-0,33-41-373-2-0,29-38-371-2-0,18-27-216-1-0
htx,First Downs,21,23,13,24,22,25,22,19,16,22,21,25,17,22,27,28
htx,Fourth Down Conv.,1-1,2-2,0-0,1-1,1-3,3-3,0-0,0-0,0-1,0-1,0-0,1-2,1-3,1-2,1-2,0-1
htx,Fumbles-Lost,0-0,0-0,0-0,0-0,2-2,0-0,0-0,2-1,0-0,0-0,1-1,0-0,2-2,3-2,0-0,2-1
htx,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
htx,Net Pass Yards,242,177,231,248,289,320,283,267,153,349,307,262,155,342,371,204
htx,Opp Score,34,16,28,23,30,42,20,25,10,27,25,20,36,27,31,38
htx,Opp_Cmp-Att-Yd-TD-INT,24-32-211-3-0,25-36-275-1-1,23-36-237-2-0,20-33-300-2-0,25-35-359-3-2,30-41-366-4-1,29-39-309-2-0,26-38-304-1-1,12-20-132-0-0,28-37-344-2-0,28-43-295-1-1,26-38-341-0-1,24-33-267-3-0,22-29-228-2-0,24-33-324-3-0,29-40-385-3-1
htx,Opp_First Downs,28,18,25,20,24,31,20,22,20,21,28,20,23,20,23,26
htx,Opp_Fourth Down Conv.,1-1,0-1,2-2,1-2,1-1,0-0,0-1,0-1,0-1,0-0,1-3,0-0,0-0,1-1,0-0,1-1
htx,Opp_Fumbles-Lost,0-0,1-1,1-0,3-1,1-0,1-1,2-1,1-0,1-0,0-0,3-2,2-1,0-0,0-0,4-1,0-0
htx,Opp_Net Pass Yards,203,253,218,290,357,344,286,288,125,344,279,308,241,223,322,361
htx,Opp_Penalties-Yards,1-5,4-22,2-14,2-15,5-25,7-73,6-55,4-78,6-63,5-35,4-44,3-30,7-44,4-35,6-46,6-44
htx,Opp_Rush-Yds-TDs,34-166-1,17-51-0,38-169-1,26-96-0,22-129-0,27-263-2,22-79-0,27-115-2,41-231-1,19-55-1,29-109-2,19-90-2,23-169-1,23-127-1,17-166-1,17-96-1
htx,Opp_Sacked-Yards,1-8,4-22,2-19,3-10,1-2,2-22,3-23,2-16,1-7,0-0,4-16,5-33,3-26,1-5,1-2,4-24
htx,Opp_Third Down Conv.,7-13,3-9,8-18,3-12,5-10,6-10,6-14,6-14,6-12,5-11,6-13,5-13,3-10,6-11,4-9,5-12
htx,Opp_Time of Possession,34:47,25:09,36:51,23:29,28:01,31:50,31:06,32:07,33:20,27:42,33:44,26:28,29:34,29:10,23:50,28:56
htx,Opp_Total Yards,369,304,387,386,486,607,365,403,356,399,388,398,410,350,488,457
htx,Opp_Turnovers,0,2,0,1,2,2,1,1,0,0,3,2,0,0,1,1
htx,Penalties-Yards,5-37,3-21,4-49,4-36,4-35,4-46,5-40,3-18,6-49,7-55,10-74,7-50,6-50,5-24,5-35,6-50
htx,Rush-Yds-TDs,22-118-2,37-230-1,15-29-1,40-162-3,20-75-0,27-92-1,27-96-1,28-107-1,22-90-0,24-86-1,23-77-0,29-109-1,27-108-0,21-83-0,33-169-2,41-288-4
htx,Sacked-Yards,4-11,4-27,5-33,3-12,4-12,2-15,0-0,2-14,2-10,2-16,2-11,3-23,7-64,5-31,0-0,2-12
htx,Third Down Conv.,4-10,5-14,5-12,5-12,8-16,7-14,7-12,6-15,7-14,7-13,3-9,3-11,7-14,8-15,6-13,7-10
htx,Time of Possession,25:13,34:51,23:09,36:31,31:59,31:40,28:54,27:53,26:40,32:18,26:16,33:32,30:26,30:50,36:10,31:04
htx,Total Yards,360,407,260,410,364,412,379,374,243,435,384,371,263,425,540,492
htx,Turnovers,1,0,1,0,2,0,0,1,0,0,1,0,2,2,0,1
htx,htx Score,20,33,21,31,14,36,35,27,7,20,41,26,7,20,37,41
